chr,start,end,width,transcriptID,geneSymbol,meth.diff,qvalue
47,chr1,1535135,1536268,1134,C1orf233,33.82148065,0.017829741
48,chr1,1533724,1534054,331,C1orf233,-38.06287726,8.15E-08
49,chr1,2136929,2137265,337,C1orf86,38.9187875,0.032684508
50,chr1,2984974,2985403,430,LINC00982,43.02054413,0.003402042
51,chr1,2986224,2987488,1265,LINC00982,36.63922546,0.009111448
52,chr1,2984974,2985403,430,LINC00982,43.02054413,0.003402042
53,chr1,2986224,2987488,1265,LINC00982,36.63922546,0.009111448
54,chr1,3663758,3664013,256,TP73-AS1,32.45025122,0.013927598
55,chr1,3663758,3664013,256,TP73-AS1,32.45025122,0.013927598
56,chr1,3568281,3568604,324,TP73,38.8562644,0.011364874
57,chr1,3568281,3568604,324,TP73,38.8562644,0.011364874
58,chr1,3568281,3568604,324,TP73,38.8562644,0.011364874
59,chr1,3568281,3568604,324,TP73,38.8562644,0.011364874
60,chr1,3568281,3568604,324,TP73,38.8562644,0.011364874
61,chr1,3568281,3568604,324,WRAP73,38.8562644,0.011364874
62,chr1,3568281,3568604,324,TP73,38.8562644,0.011364874
63,chr1,3663758,3664013,256,TP73-AS1,32.45025122,0.013927598
64,chr1,3663758,3664013,256,TP73-AS1,32.45025122,0.013927598
65,chr1,3663758,3664013,256,TP73-AS1,32.45025122,0.013927598
66,chr1,11333958,11333986,29,UBIAD1,44.73670124,2.04E-09
67,chr1,11539988,11540311,324,PTCHD2,37.95228308,0.008866985
68,chr1,11752119,11752651,533,DRAXIN,29.77050744,0.00342738
69,chr1,11752119,11752651,533,MAD2L2,29.77050744,0.00342738
70,chr1,13839724,13840340,617,LRRC38,33.41347379,0.033357284
71,chr1,18808344,18809666,1323,KLHDC7A,30.62427967,0.004777369
72,chr1,20880204,20880440,237,FAM43B,46.46990246,5.22E-06
73,chr1,22889723,22890111,389,EPHA8,27.04698075,7.41E-05
74,chr1,22889723,22890111,389,EPHA8,27.04698075,7.41E-05
75,chr1,25255611,25257297,1687,RUNX3,28.17534252,0.024776418
76,chr1,29138642,29139118,477,OPRD1,24.4269533,0.01197657
77,chr1,32827059,32827401,343,FAM229A,33.94369807,0.00011642
78,chr1,32827059,32827401,343,TSSK3,33.94369807,0.00011642
79,chr1,32802125,32802371,247,MARCKSL1,42.68308452,0.001797176
80,chr1,32802125,32802371,247,MARCKSL1,42.68308452,0.001797176
81,chr1,33351825,33352611,787,HPCA,32.53905318,0.007358374
82,chr1,33646111,33647185,1075,TRIM62,28.88203815,0.014584118
83,chr1,36788049,36788584,536,EVA1B,34.70900443,0.011388458
84,chr1,38511719,38512321,603,POU3F1,34.25648425,2.25E-05
85,chr1,45792290,45792704,415,HPDL,32.50262872,0.021420213
86,chr1,47899597,47900304,708,FOXD2-AS1,25.37950913,0.022465667
87,chr1,47899597,47900304,708,FOXD2,25.37950913,0.022465667
88,chr1,47881933,47882913,981,FOXE3,34.60173875,0.013143054
89,chr1,53098703,53099123,421,FAM159A,-28.86034837,0.00059978
90,chr1,55266502,55266922,421,TTC22,27.12992587,0.003000827
91,chr1,55266502,55266922,421,TTC22,27.12992587,0.003000827
92,chr1,95393155,95393430,276,CNN3,46.21233605,0.001801496
93,chr1,101004810,101005189,380,GPR88,24.02944794,0.005174943
94,chr1,101005443,101005685,243,GPR88,33.42216903,0.003792411
95,chr1,110008905,110009881,977,SYPL2,32.5520228,0.028857669
96,chr1,110612431,110613432,1002,ALX3,27.88865606,0.02287954
97,chr1,111149699,111150385,687,KCNA2,20.94890407,0.02072702
98,chr1,112531434,112532132,699,LOC643355,28.65335679,0.017335385
99,chr1,152487809,152488196,388,CRCT1,28.21044854,0.012599063
100,chr1,154474131,154474859,729,TDRD10,36.96598574,0.01453424
101,chr1,154474131,154474859,729,SHE,36.96598574,0.01453424
102,chr1,154474131,154474859,729,TDRD10,36.96598574,0.01453424
103,chr1,154540159,154540785,627,CHRNB2,27.49266196,0.004525805
104,chr1,155034446,155035343,898,EFNA4,33.12548395,0.003773247
105,chr1,155034446,155035343,898,EFNA4,33.12548395,0.003773247
106,chr1,155034446,155035343,898,EFNA4,33.12548395,0.003773247
107,chr1,155034446,155035343,898,LOC100505666,33.12548395,0.003773247
108,chr1,156390598,156391580,983,MIR9-1,34.01855303,0.026516912
109,chr1,156646538,156647030,493,NES,25.94008233,0.004903221
110,chr1,158150648,158151205,558,CD1D,26.32928583,0.007730213
111,chr1,161168073,161168394,322,ADAMTS4,24.13413528,0.001060215
112,chr1,161168073,161168394,322,NDUFS2,24.13413528,0.001060215
113,chr1,179712339,179713520,1182,FAM163A,29.03076052,0.011355965
114,chr1,201083897,201084528,632,ASCL5,27.79350909,0.003798081
115,chr1,205818915,205819252,338,PM20D1,42.56640137,0.008443348
116,chr1,220101255,220101881,627,SLC30A10,29.00664028,0.036087187
117,chr1,220101255,220101881,627,SLC30A10,29.00664028,0.036087187
118,chr1,228401826,228402001,176,C1orf145,30.31066956,0.002819895
119,chr1,228401826,228402001,176,C1orf145,30.31066956,0.002819895
120,chr1,228646107,228646356,250,HIST3H2BB,42.01165117,1.13E-06
121,chr1,228646107,228646356,250,HIST3H2A,42.01165117,1.13E-06
122,chr1,236849504,236850199,696,ACTN2,36.64550571,0.005407971
123,chr1,236849504,236850199,696,ACTN2,36.64550571,0.005407971
124,chr1,236849504,236850199,696,ACTN2,36.64550571,0.005407971
125,chr2,50574288,50574625,338,NRXN1,34.52383546,0.002030061
126,chr2,10471491,10471795,305,HPCAL1,31.60505963,0.009985737
127,chr2,85982191,85982551,361,ATOH8,25.02845275,0.001188375
128,chr2,115918781,115919332,552,DPP10,30.38405803,0.04028317
129,chr2,115919598,115919986,389,DPP10,39.81643761,0.000316687
130,chr2,115918781,115919332,552,DPP10,30.38405803,0.04028317
131,chr2,115919598,115919986,389,DPP10,39.81643761,0.000316687
132,chr2,135475731,135476295,565,TMEM163,24.51341316,0.002228793
133,chr2,210636366,210636817,452,UNC80,-25.76395505,0.000166907
134,chr2,210636366,210636817,452,UNC80,-25.76395505,0.000166907
135,chr2,223289336,223290085,750,SGPP2,26.03180703,0.015257113
136,chr2,3642548,3642775,228,COLEC11,32.79473439,0.003410547
137,chr2,3642548,3642775,228,COLEC11,32.79473439,0.003410547
138,chr2,3642548,3642775,228,COLEC11,32.79473439,0.003410547
139,chr2,3642548,3642775,228,COLEC11,32.79473439,0.003410547
140,chr2,3642548,3642775,228,COLEC11,32.79473439,0.003410547
141,chr2,3642548,3642775,228,COLEC11,32.79473439,0.003410547
142,chr2,23609530,23609604,75,KLHL29,28.84770153,0.004212282
143,chr2,27070363,27071892,1530,DPYSL5,23.36742066,0.012400252
144,chr2,27070363,27071892,1530,DPYSL5,23.36742066,0.012400252
145,chr2,27070363,27071892,1530,DPYSL5,23.36742066,0.012400252
146,chr2,54086798,54087207,410,GPR75-ASB3,33.44597028,0.047587423
147,chr2,64246858,64246893,36,VPS54,52.71293303,1.90E-09
148,chr2,64246858,64246893,36,VPS54,52.71293303,1.90E-09
149,chr2,99553452,99553791,340,KIAA1211L,33.93987871,0.018111326
150,chr2,100938401,100939005,605,LONRF2,22.63275898,0.002057143
151,chr2,112657372,112657449,78,MERTK,45.72928765,0.00107664
152,chr2,120302137,120302500,364,PCDP1,23.00134454,0.010824393
153,chr2,120302137,120302500,364,PCDP1,23.00134454,0.010824393
154,chr2,120302137,120302500,364,PCDP1,23.00134454,0.010824393
155,chr2,171572772,171573263,492,SP5,22.861237,0.02109857
156,chr2,200715486,200715910,425,FTCDNL1,20.9729423,0.001650937
157,chr2,220299505,220300190,686,SPEG,35.19300826,0.023169498
158,chr2,238535731,238536377,647,LRRFIP1,23.04411802,0.024924912
159,chr2,288193,288700,508,FAM150B,36.32963533,0.038888462
160,chr2,20068428,20068906,479,LINC00954,22.31640726,0.003812424
161,chr2,26916036,26916325,290,KCNK3,33.65056025,0.001047512
162,chr2,27484883,27486134,1252,SLC30A3,26.57797166,0.007475411
163,chr2,27530218,27531377,1160,UCN,31.75819927,0.01722596
164,chr2,27665128,27665616,489,KRTCAP3,37.24274807,0.00370572
165,chr2,27665128,27665616,489,KRTCAP3,37.24274807,0.00370572
166,chr2,31805529,31805988,460,SRD5A2,27.53402621,0.002444967
167,chr2,38301396,38301774,379,CYP1B1,38.71465114,0.026008188
168,chr2,38303363,38303798,436,CYP1B1,23.43246163,0.016118707
169,chr2,47796831,47798256,1426,KCNK12,27.76725124,0.01454456
170,chr2,54086798,54087207,410,GPR75,33.44597028,0.047587423
171,chr2,62116478,62116646,169,CCT4,27.42339623,2.79E-05
172,chr2,62116478,62116646,169,CCT4,27.42339623,2.79E-05
173,chr2,74726571,74726734,164,LBX2,47.14545903,0.001290687
174,chr2,74782038,74782580,543,DOK1,27.05677802,0.009792795
175,chr2,74741800,74742309,510,TLX2,35.58518343,0.007358374
176,chr2,74743145,74744007,863,TLX2,41.44391467,0.009650102
177,chr2,74782038,74782580,543,LOXL3,27.05677802,0.009792795
178,chr2,87017779,87018102,324,CD8A,22.30061652,0.003892277
179,chr2,87017779,87018102,324,CD8A,22.30061652,0.003892277
180,chr2,87017779,87018102,324,CD8A,22.30061652,0.003892277
181,chr2,87088908,87089130,223,CD8B,30.52265622,0.003765773
182,chr2,87088908,87089130,223,CD8B,30.52265622,0.003765773
183,chr2,87088908,87089130,223,CD8B,30.52265622,0.003765773
184,chr2,87088908,87089130,223,CD8B,30.52265622,0.003765773
185,chr2,87088908,87089130,223,CD8B,30.52265622,0.003765773
186,chr2,87088908,87089130,223,ANAPC1P1,30.52265622,0.003765773
187,chr2,88751404,88752280,877,FOXI3,25.80109469,0.043402732
188,chr2,95522742,95523279,538,ANKRD20A8P,28.79954985,0.002683697
189,chr2,115918781,115919332,552,LOC389023,30.38405803,0.04028317
190,chr2,115919598,115919986,389,LOC389023,39.81643761,0.000316687
191,chr2,120281678,120282216,539,SCTR,34.57031165,0.010457575
192,chr2,120436037,120436086,50,TMEM177,43.38045738,0.001096927
193,chr2,120436037,120436086,50,TMEM177,43.38045738,0.001096927
194,chr2,120436037,120436086,50,TMEM177,43.38045738,0.001096927
195,chr2,121103699,121104636,938,INHBB,34.17411192,0.026311166
196,chr2,127413822,127413988,167,GYPC,-33.56883425,0.002053856
197,chr2,127413822,127413988,167,GYPC,-33.56883425,0.002053856
198,chr2,127413822,127413988,167,GYPC,-33.56883425,0.002053856
199,chr2,131513569,131514086,518,AMER3,26.81543816,0.008855701
200,chr2,131484762,131484985,224,GPR148,35.3506484,0.001568912
201,chr2,131513569,131514086,518,AMER3,26.81543816,0.008855701
202,chr2,131513569,131514086,518,AMER3,26.81543816,0.008855701
203,chr2,131513569,131514086,518,AMER3,26.81543816,0.008855701
204,chr2,154334603,154335164,562,RPRM,22.21837745,0.00769242
205,chr2,158453854,158454091,238,ACVR1C,26.29286975,0.000221732
206,chr2,171572772,171573263,492,LOC440925,22.861237,0.02109857
207,chr2,219849640,219850493,854,FEV,26.01776419,0.000350536
208,chr2,219824595,219825141,547,CDK5R2,32.67078844,0.00777481
209,chr2,220406363,220406543,181,CHPF,30.8019028,0.002673297
210,chr2,220361251,220361949,699,GMPPA,34.88539048,0.005376214
211,chr2,220361251,220361949,699,GMPPA,34.88539048,0.005376214
212,chr2,220406363,220406543,181,CHPF,30.8019028,0.002673297
213,chr2,233499298,233499727,430,EFHD1,30.9062635,0.001118768
214,chr2,237074600,237074924,325,GBX2,36.37654695,6.77E-06
215,chr2,239147444,239148324,881,HES6,33.22213499,0.001772392
216,chr2,239149755,239149882,128,HES6,27.14238926,0.000105949
217,chr2,239147444,239148324,881,HES6,33.22213499,0.001772392
218,chr2,239149755,239149882,128,HES6,27.14238926,0.000105949
219,chr2,239147444,239148324,881,HES6,33.22213499,0.001772392
220,chr2,239149755,239149882,128,HES6,27.14238926,0.000105949
221,chr2,239755153,239756076,924,TWIST2,31.52050669,0.01832592
222,chr2,239755221,239755753,533,TWIST2,-32.8427298,0.001726374
223,chr2,239755153,239756076,924,TWIST2,31.52050669,0.01832592
224,chr2,239755221,239755753,533,TWIST2,-32.8427298,0.001726374
225,chr2,242497923,242497975,53,BOK,42.05553,0.000221732
226,chr2,242497923,242497975,53,BOK-AS1,42.05553,0.000221732
227,chr3,13590070,13591123,1054,FBLN2,21.69185378,0.009115365
228,chr3,13590070,13591123,1054,FBLN2,21.69185378,0.009115365
229,chr3,192125829,192126199,371,FGF12,26.57088872,0.003357451
230,chr3,2140095,2140321,227,CNTN4,-28.80474108,6.03E-05
231,chr3,12045893,12046185,293,SYN2,25.41898234,0.000142882
232,chr3,12045893,12046185,293,SYN2,25.41898234,0.000142882
233,chr3,32858755,32860116,1362,TRIM71,40.52833529,0.02291194
234,chr3,38691395,38691435,41,SCN5A,27.03371266,0.002440222
235,chr3,38691395,38691435,41,SCN5A,27.03371266,0.002440222
236,chr3,38691395,38691435,41,SCN5A,27.03371266,0.002440222
237,chr3,38691395,38691435,41,SCN5A,27.03371266,0.002440222
238,chr3,38691395,38691435,41,SCN5A,27.03371266,0.002440222
239,chr3,38691395,38691435,41,SCN5A,27.03371266,0.002440222
240,chr3,111578294,111578789,496,PHLDB2,-50.80044424,2.54E-11
241,chr3,111578294,111578789,496,PHLDB2,-50.80044424,2.54E-11
242,chr3,111578294,111578789,496,PHLDB2,-50.80044424,2.54E-11
243,chr3,123167121,123168370,1250,ADCY5,31.55842856,0.015223943
244,chr3,139396292,139396524,233,NMNAT3,21.29776191,0.001156556
245,chr3,139396292,139396524,233,NMNAT3,21.29776191,0.001156556
246,chr3,139654881,139655078,198,CLSTN2,25.89165056,0.002601375
247,chr3,156533893,156534200,308,LINC00886,25.71479224,0.000680433
248,chr3,50243230,50243466,237,SLC38A3,34.10623744,0.007063731
249,chr3,50242739,50243410,672,SLC38A3,-36.92618647,0.000108054
250,chr3,51741076,51741322,247,GRM2,45.00135558,0.01336327
251,chr3,51741076,51741322,247,GRM2,45.00135558,0.01336327
252,chr3,58572634,58572801,168,FAM107A,34.31373145,0.008613329
253,chr3,71802175,71802196,22,GPR27,53.66412566,8.56E-05
254,chr3,71802175,71802196,22,EIF4E3,53.66412566,8.56E-05
255,chr3,71802175,71802196,22,EIF4E3,53.66412566,8.56E-05
256,chr3,71802175,71802196,22,EIF4E3,53.66412566,8.56E-05
257,chr3,127347846,127348430,585,PODXL2,-30.7225069,0.010785088
258,chr3,128720197,128720950,754,EFCC1,35.21342365,0.039077922
259,chr3,158390332,158390424,93,LXN,41.55892886,0.001614862
260,chr3,159943670,159944290,621,C3orf80,23.14177957,0.032245705
261,chr3,169530005,169530434,430,LRRC34,23.80419184,0.009959874
262,chr3,169530005,169530434,430,LRRC34,23.80419184,0.009959874
263,chr3,169530005,169530434,430,LRRC34,23.80419184,0.009959874
264,chr3,183947564,183948284,721,VWA5B2,-32.51563617,0.000142416
265,chr4,645384,645516,133,PDE6B,26.36538126,0.0076164
266,chr4,5709797,5710404,608,EVC2,32.57728392,0.03301036
267,chr4,5709797,5710404,608,EVC2,32.57728392,0.03301036
268,chr4,37245350,37246851,1502,KIAA1239,-39.33043054,8.91E-05
269,chr4,38870072,38870167,96,FAM114A1,37.46240602,0.002107518
270,chr4,38870072,38870167,96,FAM114A1,37.46240602,0.002107518
271,chr4,40517937,40518163,227,RBM47,42.17280314,0.001532669
272,chr4,44450488,44450766,279,KCTD8,-37.58339268,0.001225846
273,chr4,48987791,48988380,590,CWH43,32.36350755,0.002634571
274,chr4,111543271,111543789,519,PITX2,-38.40031283,0.000417758
275,chr4,144621390,144621835,446,FREM3,44.94312726,0.000413209
276,chr4,145566513,145567036,524,HHIP,33.33718385,0.001624608
277,chr4,682697,682917,221,MFSD7,46.02661283,1.49E-05
278,chr4,3767938,3768262,325,ADRA2C,54.16835358,0.022926096
279,chr4,8582319,8582707,389,GPR78,39.94279877,0.00267198
280,chr4,8582319,8582707,389,GPR78,39.94279877,0.00267198
281,chr4,37245350,37246851,1502,MIR4801,-39.33043054,8.91E-05
282,chr4,38870072,38870167,96,MIR574,37.46240602,0.002107518
283,chr4,41258909,41259778,870,UCHL1,39.65672181,0.009563529
284,chr4,41258909,41259778,870,UCHL1-AS1,39.65672181,0.009563529
285,chr4,42153391,42154100,710,BEND4,47.25319692,0.012034212
286,chr4,42153391,42154100,710,BEND4,47.25319692,0.012034212
287,chr4,54967654,54968050,397,GSX2,50.2570413,0.00182451
288,chr4,57522037,57522541,505,HOPX,45.26159136,0.002287644
289,chr4,57522037,57522541,505,HOPX,45.26159136,0.002287644
290,chr4,74847528,74847762,235,PF4,40.68529823,0.002979729
291,chr4,77817755,77818026,272,SOWAHB,-41.09859446,0.00546934
292,chr4,81188229,81188472,244,FGF5,48.72729548,0.005307921
293,chr4,81188229,81188472,244,FGF5,48.72729548,0.005307921
294,chr4,108853485,108853492,8,CYP2U1,40.78331205,3.43E-05
295,chr4,145566513,145567036,524,HHIP-AS1,33.33718385,0.001624608
296,chr4,154712106,154712526,421,SFRP2,42.14832641,0.000622085
297,chr5,75378975,75379479,505,SV2C,20.77082554,0.003391636
298,chr5,5140453,5140860,408,ADAMTS16,36.73803073,0.010628567
299,chr5,11903746,11903787,42,CTNND2,27.7758008,0.001946831
300,chr5,115297340,115297609,270,AQPEP,37.657203,0.001456695
301,chr5,115297956,115298305,350,AQPEP,40.16620811,0.002371353
302,chr5,7395991,7397003,1013,ADCY2,33.72005035,0.021170226
303,chr5,74061747,74062044,298,GFM2,41.15899984,6.63E-06
304,chr5,74061747,74062044,298,GFM2,41.15899984,6.63E-06
305,chr5,74061747,74062044,298,GFM2,41.15899984,6.63E-06
306,chr5,74061747,74062044,298,GFM2,41.15899984,6.63E-06
307,chr5,74061747,74062044,298,GFM2,41.15899984,6.63E-06
308,chr5,76010973,76011553,581,F2R,38.5832016,0.028748746
309,chr5,113698107,113698527,421,KCNN2,31.41583061,0.036341759
310,chr5,113698823,113699059,237,KCNN2,40.72647267,0.000144163
311,chr5,113698107,113698527,421,KCNN2,31.41583061,0.036341759
312,chr5,113698823,113699059,237,KCNN2,40.72647267,0.000144163
313,chr5,126366874,126366985,112,3-Mar,32.87997751,0.000878373
314,chr5,169931096,169931943,848,KCNIP1,23.13022204,0.014358948
315,chr5,169931096,169931943,848,KCNIP1,23.13022204,0.014358948
316,chr5,169931096,169931943,848,KCNIP1,23.13022204,0.014358948
317,chr5,169931096,169931943,848,KCNIP1,23.13022204,0.014358948
318,chr5,178016574,178017659,1086,COL23A1,26.28261997,0.024177936
319,chr5,178770820,178772309,1490,ADAMTS2,24.48464324,0.019161274
320,chr5,178770820,178772309,1490,ADAMTS2,24.48464324,0.019161274
321,chr5,179920623,179920658,36,CNOT6,45.53479473,6.58E-05
322,chr5,191736,192651,916,LRRC14B,21.97745559,0.006413484
323,chr5,270453,270632,180,PDCD6,36.58566876,2.64E-05
324,chr5,270453,270632,180,PDCD6,36.58566876,2.64E-05
325,chr5,270453,270632,180,PDCD6,36.58566876,2.64E-05
326,chr5,270453,270632,180,PDCD6,36.58566876,2.64E-05
327,chr5,270453,270632,180,PDCD6,36.58566876,2.64E-05
328,chr5,270453,270632,180,PDCD6,36.58566876,2.64E-05
329,chr5,442584,442851,268,EXOC3,30.21262723,0.011355965
330,chr5,442584,442851,268,C5orf55,30.21262723,0.011355965
331,chr5,1883468,1883884,417,IRX4,30.57004094,0.016633801
332,chr5,33936231,33936308,78,RXFP3,34.9022228,0.00391182
333,chr5,53814373,53814753,381,SNX18,-34.84825748,0.004821602
334,chr5,53814373,53814753,381,SNX18,-34.84825748,0.004821602
335,chr5,53814373,53814753,381,SNX18,-34.84825748,0.004821602
336,chr5,72415942,72416235,294,TMEM171,40.45538229,0.002902839
337,chr5,72415942,72416235,294,TMEM171,40.45538229,0.002902839
338,chr5,74061747,74062044,298,NSA2,41.15899984,6.63E-06
339,chr5,74061747,74062044,298,NSA2,41.15899984,6.63E-06
340,chr5,74061747,74062044,298,NSA2,41.15899984,6.63E-06
341,chr5,76249300,76250053,754,CRHBP,34.57077679,0.015545579
342,chr5,79865123,79865705,583,ANKRD34B,26.12682505,0.009712207
343,chr5,80529056,80529285,230,CKMT2,40.82659507,0.000144765
344,chr5,80529056,80529285,230,CKMT2,40.82659507,0.000144765
345,chr5,80529056,80529285,230,CKMT2,40.82659507,0.000144765
346,chr5,131563920,131564195,276,P4HA2,30.61336651,0.006571636
347,chr5,131563920,131564195,276,P4HA2,30.61336651,0.006571636
348,chr5,131563920,131564195,276,P4HA2,30.61336651,0.006571636
349,chr5,131563920,131564195,276,P4HA2,30.61336651,0.006571636
350,chr5,131563920,131564195,276,P4HA2,30.61336651,0.006571636
351,chr5,134870743,134871740,998,NEUROG1,37.70104983,0.007736681
352,chr5,138729693,138730911,1219,PROB1,31.99122517,0.014142048
353,chr5,149681839,149682190,352,ARSI,24.81711225,0.006633239
354,chr5,153857198,153857512,315,HAND1,34.88110688,0.000174997
355,chr5,157078368,157079256,889,SOX30,34.85817443,0.009273312
356,chr5,157078368,157079256,889,SOX30,34.85817443,0.009273312
357,chr5,167956267,167956884,618,FBLL1,30.67224657,0.00916495
358,chr5,170736849,170737350,502,TLX3,27.65716135,0.031502519
359,chr5,170847646,170848029,384,FGF18,-24.60092809,3.75E-05
360,chr5,174871524,174872247,724,DRD1,25.54144477,0.016363511
361,chr5,175298544,175299389,846,CPLX2,30.86234589,0.012516869
362,chr5,175792406,175793142,737,ARL10,26.73053991,0.011594962
363,chr5,175969659,175970014,356,CDHR2,24.9483597,0.016012712
364,chr5,176829339,176830373,1035,PFN3,21.852355,0.013556254
365,chr5,180075910,180076752,843,FLT4,35.2950795,0.002977982
366,chr5,180075910,180076752,843,FLT4,35.2950795,0.002977982
367,chr5,180017582,180018138,557,SCGB3A1,-26.48883998,0.00028468
368,chr6,7726866,7727129,264,BMP6,23.40983776,0.011594962
369,chr6,43211392,43211669,278,TTBK1,32.40147689,0.0148358
370,chr6,107812151,107812529,379,SOBP,22.44721086,0.00983409
371,chr6,139117232,139117274,43,ECT2L,38.51729778,0.00056966
372,chr6,139117232,139117274,43,ECT2L,38.51729778,0.00056966
373,chr6,159589596,159589680,85,FNDC1,32.48084166,0.01336327
374,chr6,159590008,159591290,1283,FNDC1,21.8708021,0.042420182
375,chr6,168841413,168842650,1238,SMOC2,37.2526764,0.004467771
376,chr6,168841413,168842650,1238,SMOC2,37.2526764,0.004467771
377,chr6,5086430,5086607,178,PPP1R3G,39.96751512,0.000558517
378,chr6,19837481,19838167,687,ID4,40.57945651,0.003096754
379,chr6,29974351,29975033,683,HLA-J,33.30013574,0.001135688
380,chr6,33160056,33160251,196,COL11A2,38.99269565,0.001546343
381,chr6,33160056,33160251,196,COL11A2,38.99269565,0.001546343
382,chr6,33160056,33160251,196,COL11A2,38.99269565,0.001546343
383,chr6,33160056,33160251,196,COL11A2,38.99269565,0.001546343
384,chr6,35181347,35181430,84,SCUBE3,-40.20869481,4.45E-06
385,chr6,44265180,44265586,407,TCTE1,32.02185495,0.005234088
386,chr6,89827839,89828001,163,SRSF12,31.43808909,0.020585329
387,chr6,117086675,117086897,223,FAM162B,27.61841591,0.001169708
388,chr6,127442037,127442420,384,RSPO3,27.99555196,0.010391055
389,chr6,166720272,166720983,712,PRR18,37.77808734,0.008885864
390,chr6,170125113,170125311,199,PHF10,22.25265566,0.000736288
391,chr6,170125113,170125311,199,PHF10,22.25265566,0.000736288
392,chr7,126891648,126892350,703,GRM8,22.09866606,0.005235458
393,chr7,137531263,137531867,605,DGKI,20.89433301,0.008141681
394,chr7,4922707,4923291,585,RADIL,40.9725544,0.008657895
395,chr7,37487463,37487605,143,ELMO1,53.58739455,0.002846614
396,chr7,37488035,37488625,591,ELMO1,28.79643992,0.040924513
397,chr7,37487463,37487605,143,ELMO1,53.58739455,0.002846614
398,chr7,37488035,37488625,591,ELMO1,28.79643992,0.040924513
399,chr7,101006057,101006574,518,COL26A1,31.71041146,0.00587622
400,chr7,101006057,101006574,518,COL26A1,31.71041146,0.00587622
401,chr7,103968878,103970051,1174,LHFPL3,30.15899894,0.006034238
402,chr7,107301280,107301308,29,SLC26A4,48.37533036,0.000620873
403,chr7,140773706,140774476,771,TMEM178B,25.30906694,0.001965966
404,chr7,151574473,151574790,318,PRKAG2,33.61260748,0.003671189
405,chr7,151722442,151722486,45,GALNT11,24.11185205,0.006151779
406,chr7,158937091,158937593,503,VIPR2,30.99775741,0.021462644
407,chr7,329760,331146,1387,LOC100288524,29.00458448,0.020827325
408,chr7,1748597,1748767,171,ELFN1,28.08825677,0.000651387
409,chr7,5184142,5184310,169,ZNF890P,33.70393719,0.003162119
410,chr7,21983771,21984025,255,CDCA7L,51.91899379,0.000821237
