username,topic,ses
LCahill,George W. Bush,2
LChrisUK,PlayStation 3,1
LCpl,World War I,1
LCpl,Adolf Hitler,6
LDH,Osama bin Laden,1
LDHan,India,1
LDHan,IPod,1
LDSchik2011,Star Wars,2
LEACHIE,World War II,1
LEDsilhouette,Eminem,3
LFajardo,Islam,11
LFajardo,Christianity,15
LFaraone,The Simpsons,1
LFaraone,Google,8
LFaraone,IPod,2
LFaraone,Wii,5
LFaraone,Barack Obama,2
LFaraone,RuneScape,1
LFaraone,Jesus,1
LFaraone,Michael Jackson,2
LFaraone,India,1
LFaraone,Bill Gates,1
LGagnon,Ronald Reagan,1
LGagnon,Family Guy,3
LGagnon,George W. Bush,1
LGagnon,Star Wars,2
LGagnon,United States,2
LGagnon,Bill Clinton,1
LHD1116,United Kingdom,1
LHOON,IPod,1
LHSSTAFF,Saddam Hussein,1
LILLUEY15,Cannabis (drug),1
LILVOKA,George W. Bush,4
LILVOKA,Eminem,19
LILVOKA,Osama bin Laden,3
LILVOKA,Bill Clinton,2
LILVOKA,50 Cent,314
LJ Ruiz,Eminem,1
LKLIII,"United States presidential election, 2008",1
LKPieman,September 11 attacks,1
LLAMAvsCOW,Google,1
LLCruncher,The Beatles,1
LLTimes,Japan,1
LLarson,Google,3
LLarson,New York City,7
LM1973,Scientology,9
LMB,Family Guy,2
LMB,Cannabis (drug),1
LN2,PlayStation 3,2
LOINLO,Britney Spears,3
LOKI 88,Albert Einstein,2
LOL,Britney Spears,1
LOL,George Washington,1
LOL,New York City,3
LOL,Cannabis (drug),2
LOL,Google,1
LOL,Cat,2
LOL,Xbox 360,2
LOL,George W. Bush,1
LOL,Canada,2
LOL,Ronald Reagan,3
LOL,Michael Jackson,7
LOL,Bill Gates,1
LOL,RuneScape,3
LOL,God,1
LOL,Eminem,3
LOL,World War I,1
LOL,Saddam Hussein,5
LOL,Barack Obama,6
LOL,Star Wars,3
LOL,The Beatles,1
LOL,United States,1
LOL,September 11 attacks,1
LOL,IPod,2
LOLLOLLOLLOLLOLLOL,United Kingdom,1
LOLurfunny,Harry Potter,1
LOPANDBOP,50 Cent,1
LOTRrules,Muhammad,4
LOTRrules,Eminem,14
LOTRrules,World War I,2
LOTRrules,Japan,1
LOTRrules,Osama bin Laden,1
LOTRrules,Islam,4
LOTRrules,George W. Bush,12
LP-mn,Barack Obama,4
LPKid,London,1
LPscottyDawg,PlayStation 3,2
LS Shoals,September 11 attacks,2
LSD,"United States presidential election, 2008",1
LSLM,United Kingdom,1
LSLM,Barack Obama,1
LSUMeathead,Harry Potter and the Deathly Hallows,1
LSWSjr,Star Wars,1
LSky,"United States presidential election, 2008",1
LT83,PlayStation 3,1
LTGioiorasaool,Albert Einstein,2
LUH 3417,World War I,1
LUH 3417,Bill Gates,2
LUUSAP,Michael Jackson,1
LUUSAP,Bill Gates,1
LUbunkerman,Islam,2
LV,World War II,1
LW-emptyness,George W. Bush,2
LWF,World War I,15
LWF,World War II,3
LX,September 11 attacks,2
LXTYRS,George W. Bush,4
La Pianista,Barack Obama,1
La Pianista,George Washington,1
La Pianista,Christianity,3
La Pianista,Eminem,3
La Pianista,Google,1
La Pizza11,Ronald Reagan,1
La Pizza11,Adolf Hitler,1
La Secta All Star,Scientology,1
La convivencia,Adolf Hitler,1
La goutte de pluie,Canada,2
La goutte de pluie,Adolf Hitler,2
La goutte de pluie,Google,1
La goutte de pluie,World War II,2
La goutte de pluie,Muhammad,3
La goutte de pluie,Osama bin Laden,2
La goutte de pluie,Ronald Reagan,2
La goutte de pluie,Japan,5
La goutte de pluie,Israel,1
La goutte de pluie,United Kingdom,1
La goutte de pluie,Scientology,1
La goutte de pluie,George W. Bush,6
La goutte de pluie,Britney Spears,1
La goutte de pluie,Saddam Hussein,2
La goutte de pluie,Harry Potter,2
La goutte de pluie,George Washington,18
La goutte de pluie,Global warming,86
La goutte de pluie,Cannabis (drug),5
La-belle-dame-sans-merci,George W. Bush,1
La3toot,Israel,2
LaBarge,Star Wars,1
LaC9187,Jesus,1
LaGrange,Japan,2
LaLa,Canada,1
LaLa21,Eminem,1
LaMenta3,Ronald Reagan,2
LaMenta3,George Washington,2
LaMenta3,September 11 attacks,2
LaMenta3,Family Guy,2
LaMenta3,Canada,2
LaMenta3,Bill Clinton,2
LaMenta3,United States,2
LaMenta3,Osama bin Laden,2
LaMenta3,Harry Potter,1
LaMenta3,India,3
LaMenta3,Islam,2
LaMenta3,"United States presidential election, 2008",3
LaMenta3,Cat,2
LaNicoya,Ronald Reagan,1
LaTJay,Michael Jackson,3
LaTerrence,Ronald Reagan,1
LaVega,Michael Jackson,1
LaVega,Family Guy,1
LaaknorBot,Google,1
LaaknorBot,The Simpsons,1
LaaknorBot,Barack Obama,1
LaaknorBot,Christianity,1
Laalaax3,IPod,1
Lab16,Harry Potter and the Deathly Hallows,1
Lababidi,IPod,1
Labanex,Cat,2
Labas321123,Albert Einstein,1
Labattblueboy,World War II,3
Labattblueboy,Canada,1
Labattblueboy,World War I,4
Labby24,United States,4
Labd,Eminem,1
Labeledstickmen,United States,1
Labird,Britney Spears,1
Laboewe,Japan,1
Labongo,Wii,3
Laboramus,Israel,1
Labour,United Kingdom,1
Labronk,Adolf Hitler,1
Labrt2004,Harry Potter,1
Labrynthia9856,George Washington,3
Labrynthia9856,Jesus,5
Labz,Barack Obama,3
Labz,United States,1
Laca,World War I,1
Lacarids,Muhammad,5
Lacatosias,Adolf Hitler,11
Lacey125,Adolf Hitler,1
Lachambre,Israel,1
Lachatdelarue,South Park,14
Lachatdelarue,Canada,2
Lachatdelarue,Cat,14
Lachatdelarue,Adolf Hitler,2
Lachatdelarue,George W. Bush,3
Lachatdelarue,Family Guy,1
Lachatdelarue,United States,1
Lachatdelarue,Paris Hilton,1
Lacheson,Jesus,1
Lachie,Cannabis (drug),3
Lachinhatemi,Jesus,7
Lachkeykid,50 Cent,1
Lachkeykid,George W. Bush,1
Lachlan Smith,World War I,1
LachlanA,The Beatles,1
Lachlanrulez,Wii,1
Lachoneus,God,1
Lachrie,Tony Blair,21
Laconic Lord Farley,Bill Clinton,1
Lacqui,Paris Hilton,1
Lacrimosus,Scientology,6
Lacrimosus,World War I,28
Lacrimosus,United Kingdom,6
Lacrimosus,New York City,1
Lacrimosus,Bill Gates,1
Lacrimosus,Canada,2
Lacrimosus,Paris Hilton,2
Lacrimosus,Cat,2
Lacrimosus,George W. Bush,5
Lacrimosus,The Simpsons,3
Lacrimosus,Christianity,80
Lacrimosus,Muhammad,1
Lacrimosus,Islam,1
Lacrimosus,Osama bin Laden,2
Lacrimosus,Saddam Hussein,9
Lacrimosus,Ronald Reagan,3
Lacrimosus,Albert Einstein,1
Lacrimosus,Barack Obama,1
Lacrimosus,Adolf Hitler,9
Lacrimosus,World War II,65
Lacrimosus,United States,1
Lacrimosus,Star Wars,3
Lacrimosus,Jesus,5
Lacrimosus,Britney Spears,1
Lacrimosus,God,1
Lacrimosus,September 11 attacks,4
Lacrimosus,Israel,4
Lacrimosus,Harry Potter and the Deathly Hallows,8
Lacrymology,Christianity,1
LactoseTI,Japan,1
Lacy90210,Star Wars,1
Ladb2000,United States,3
Laddeda,United Kingdom,4
Ladder to Heaven,South Park,1
Laddiebuck,World War II,1
Laddiebuck,World War I,1
Laddiebuck,Harry Potter and the Deathly Hallows,1
Laddiebuck,God,1
Ladiesman2215,Cat,1
Ladlergo,Xbox 360,1
Ladlergo,PlayStation 3,1
Ladlergo,Wii,134
LadnaV,United Kingdom,1
LadnaV,United States,1
LadnaV,Muhammad,1
LadnaV,Israel,1
Ladril,Harry Potter,4
Lady Aleena,South Park,1
Lady Farmer,Jesus,1
Lady Rouge,Michael Jackson,3
Lady Tara,Jesus,2
Lady Weaxzezz,Michael Jackson,1
Ladyfenix,Britney Spears,1
Ladygrinningsoul,Harry Potter,1
Ladyknowledge,Eminem,5
LadyofShalott,Harry Potter,2
LadyofShalott,Harry Potter and the Deathly Hallows,1
Ladyxshade,Eminem,1
Lafleur127,Christianity,4
Lafuzion,George Washington,1
Lagalag,Japan,1
Lagalag,George W. Bush,1
Lagane,Michael Jackson,1
Lagavulin,George W. Bush,8
Lager7,Bill Gates,1
Lager7,Tony Blair,1
LaggedOnUser,India,1
LaggedOnUser,Global warming,1
LaggedOnUser,George Washington,2
LaggedOnUser,George W. Bush,4
LaggedOnUser,Bill Clinton,4
LaggedOnUser,Ronald Reagan,4
LaggedOnUser,Israel,1
Laggedbehind,Cat,1
Laggy-Hawk,Saddam Hussein,2
Lagomorpheus,Paris Hilton,1
Lagoosie,Barack Obama,2
Lagoosie,Eminem,1
Laguna72,George W. Bush,1
Laguna72,Cannabis (drug),1
Laguna72,Saddam Hussein,1
Laguna72,United States,3
Lagunamm,Saddam Hussein,2
Lahiru k,Harry Potter,1
Lahiru k,Muhammad,1
Lahiru k,Eminem,2
Lahs0n,Eminem,1
LaidOff,Bill Gates,4
LaidOff,Barack Obama,3
LaidOff,"United States presidential election, 2008",3
Laikalynx,Britney Spears,1
Lailaiboy,World War II,1
Lainybabig2003,Eminem,4
Lairor,Michael Jackson,1
Lairor,God,1
Lairor,Osama bin Laden,1
Lairor,The Simpsons,1
Laisinteresting,September 11 attacks,1
Laisinteresting,World War I,1
Laja25,PlayStation 3,1
Lajbi,50 Cent,4
Lajbi,South Park,2
Lajbi,Eminem,2
Lajsikonik,Star Wars,1
Lajsikonik,The Beatles,1
Lakashvin,George Washington,1
LakeHMM,United Kingdom,1
LakeTrot,Scientology,2
Lakee911,Eminem,1
Lakeguido10,Bill Gates,2
Lakeman23,Adolf Hitler,1
LakerDynasty,Tony Blair,1
Lakerboy2664,Google,2
Lakerking04,Barack Obama,1
Lakerking04,Israel,2
Lakerking04,Osama bin Laden,3
Lakerraptor,Eminem,1
Lakerraptor,Xbox 360,1
Lakers,World War II,1
Lakers,Israel,1
Lakers,God,1
Lakers,The Beatles,1
Lakers,September 11 attacks,1
Lakers,World War I,1
Lakhim,RuneScape,1
Lakhim,Google,1
Lakhim,IPod,1
Lakinekaki,September 11 attacks,5
Lakinekaki,George W. Bush,5
Lakinekaki,Global warming,1
Lakings,Canada,1
Lakini,Harry Potter and the Deathly Hallows,1
Lakshmix,Israel,1
Lakshmix,India,1
Lakshmix,United States,1
Lakster37,RuneScape,1
Lal24,Harry Potter and the Deathly Hallows,1
Lala land flyy4life,Michael Jackson,1
Lala0000,United States,1
Lala11,Adolf Hitler,3
Lala199324,Christianity,1
Lalacoocha,Harry Potter,1
Lalal,RuneScape,3
Lalala000,Harry Potter and the Deathly Hallows,1
Lalala1087,Bill Clinton,1
Lalala12345654321,Harry Potter and the Deathly Hallows,1
Lalala95,"United States presidential election, 2008",1
Lalaman,Saddam Hussein,1
Lalamore,Family Guy,1
Laleena,Christianity,1
Lalein91,Adolf Hitler,1
Lalein91,United States,1
Lalex2,Xbox 360,1
Lalit Jagannath,India,39
Lallschacha,George W. Bush,2
Lallschacha,Adolf Hitler,1
Lallschacha,Wii,4
Lalo22,PlayStation 3,1
Lalo22,Islam,1
Lamarcus,Paris Hilton,1
Lamb666of666God,Jesus,1
Lambchop,The Simpsons,1
Lambdoid,Harry Potter and the Deathly Hallows,1
Lambejim,Bill Clinton,4
Lambejim,Barack Obama,2
Lamberson,Albert Einstein,2
Lambgina,Islam,1
Lambiam,Ronald Reagan,1
Lambiam,George W. Bush,2
Lambiam,London,1
Lambiam,RuneScape,2
Lambiam,Muhammad,1
Lambiam,Michael Jackson,1
Lambiam,"United States presidential election, 2008",4
Lambo788,Adolf Hitler,1
Lambocraz,Adolf Hitler,1
Lambyte,United Kingdom,1
Lambyte,Harry Potter and the Deathly Hallows,1
Lame Tactic,Eminem,1
Lamecherry,Barack Obama,1
Lamename3000,Xbox 360,12
Lamename3000,Wii,8
Lamename3000,PlayStation 3,5
Lamename3000,IPod,2
Lamerc,Ronald Reagan,1
Lamim,Israel,1
Lamington-Child,Jesus,1
Lammio94,God,1
Lamols,God,1
Lampak,George W. Bush,1
Lampman,Barack Obama,1
Lampman,Michael Jackson,1
Lampostwalker,Global warming,2
Lamrock,Wii,1
Lamrock,Jesus,1
Lamrock,South Park,1
Lamrock,World War II,4
Lamrock,George W. Bush,2
Lamrock,Bill Clinton,2
Lamrock,September 11 attacks,5
Lamrock,United Kingdom,2
Lamuk69,Eminem,1
Lan360,Canada,1
Lan360,Albert Einstein,1
Lan56,New York City,1
Lan56,September 11 attacks,2
Lan56,United States,1
Lanboney,United States,3
LancasterII,World War II,1
Lance 4,Harry Potter,1
Lance Yeltsin,Global warming,1
Lance world,Harry Potter and the Deathly Hallows,1
Lance6968,Jesus,1
Lance6968,Israel,3
Lance6968,Saddam Hussein,12
Lance6Wins,Islam,6
LanceHelsten,Jesus,1
Lanceb89,God,3
Lancedt,50 Cent,1
Lancefalcon,The Beatles,1
Lanceka,Muhammad,1
Lancekatigbak,George W. Bush,1
Lancemurdoch,Bill Clinton,2
Lancemurdoch,Saddam Hussein,1
Lancemurdoch,Osama bin Laden,8
Lancemurdoch,September 11 attacks,2
Lancemurdoch,United Kingdom,1
Lancer9910,Bill Clinton,4
Lancerboy,Harry Potter and the Deathly Hallows,1
Lancerex6,PlayStation 3,6
Lancerz09,50 Cent,1
Lancet13,Wii,3
Lancevance101,God,1
Lancevance101,Albert Einstein,2
Lancevortex,London,18
Lancevortex,World War I,1
Lanceyau,George W. Bush,1
Lancombz,God,1
Lancombz,Christianity,1
Lancombz,Jesus,1
Lancslad,United Kingdom,4
Lancslad,World War II,9
Lancslad,New York City,2
Land1234567890,George W. Bush,3
Land1234567890,Ronald Reagan,2
Landak,United Kingdom,1
Landingtheufo,Saddam Hussein,1
Landismatthew,Cannabis (drug),4
Landlord358,Saddam Hussein,2
Lando09,50 Cent,2
LandoBFMV,Adolf Hitler,3
Landolitan,Adolf Hitler,2
Landoman123,South Park,1
Landon1980,Barack Obama,5
Landon1980,Britney Spears,1
Landon1980,God,1
Landr,World War I,1
Landroo,Canada,1
Landroo,IPod,1
Landroo,September 11 attacks,2
Landroo,The Simpsons,2
LandruBek,Ronald Reagan,1
Lane,George W. Bush,6
Lanford,Britney Spears,2
Lanford,Barack Obama,1
Langara College,Star Wars,1
Langdell,Islam,14
Langdell,September 11 attacks,2
Langdell,Jesus,5
Langfeldt,Ronald Reagan,1
Langmann,George W. Bush,1
Langmann,Bill Clinton,1
Langston,United States,2
Langston,United Kingdom,1
Langston,Canada,2
LanguageMan,Google,3
Languagehat,World War I,1
Lanhoj,PlayStation 3,3
Lanhoj,Xbox 360,1
Lank traviata,United Kingdom,5
Lankan warrior4,Harry Potter and the Deathly Hallows,1
Lankiveil,Xbox 360,1
Lankiveil,South Park,1
Lankiveil,Muhammad,8
Lankiveil,Canada,1
Lankiveil,IPod,1
Lankiveil,Israel,1
Lankiveil,The Beatles,1
Lanky,PlayStation 3,4
Lanna9013,Paris Hilton,1
Lanoitarus,World War I,3
Lanoitarus,50 Cent,1
Lanoitarus,PlayStation 3,1
Lanoitarus,Albert Einstein,1
Lanoitarus,George Washington,1
Lanoitarus,George W. Bush,2
Lanoitarus,Muhammad,1
Lanoitarus,God,1
Lanoitarus,Cat,1
Lanoitarus,September 11 attacks,6
Lanoitarus,Bill Clinton,1
Lanov,Jesus,2
Lansing909,Barack Obama,1
Lanternfish,September 11 attacks,1
Lanternix,Muhammad,6
Lantios,Scientology,2
Lantios,South Park,1
Lantios,Albert Einstein,1
Lantzy,"United States presidential election, 2008",2
Lantzy,Adolf Hitler,2
Lanway,Xbox 360,1
Lanway,South Park,1
Lao Wai,Paris Hilton,1
Laocoont,London,1
Laogeodritt,World War II,2
Laogeodritt,Bill Clinton,1
Laomei,United States,3
Laotse,September 11 attacks,3
Lapaz,Albert Einstein,2
Lapinmies,Barack Obama,3
Lapinmies,George W. Bush,7
Lapinmies,The Beatles,2
Lapinmies,Muhammad,1
Lapinmies,"United States presidential election, 2008",3
Lapinmies,God,1
Lapinmies,Adolf Hitler,1
Lapinmies,Cat,1
Lapinmies,Islam,1
Lapisphil,Islam,4
Laplace's Demon,Christianity,1
Lappafan,Bill Gates,1
Laps87,50 Cent,4
Laps87,Britney Spears,23
Laps87,Eminem,1
Lapsed Pacifist,United Kingdom,17
Lapsed Pacifist,London,1
Lapsed Pacifist,Cannabis (drug),2
Lapsed Pacifist,World War I,1
Lapsed Pacifist,Osama bin Laden,6
Lapsed Pacifist,Adolf Hitler,1
Lapsed Pacifist,Christianity,15
Lapsed Pacifist,Israel,1
Lapsed Pacifist,Bill Clinton,1
Lapsed canadian,Canada,2
Lapsus Linguae,Islam,1
Lapsus Linguae,United States,1
Lapunkd,Japan,1
Lar,Xbox 360,1
Lar,The Beatles,12
Lar,Israel,1
Lar,IPod,1
LarRan,Michael Jackson,1
LarRan,Barack Obama,1
LarRan,"United States presidential election, 2008",2
LarRan,Harry Potter,1
Lara bran,India,1
Laraib12,Islam,2
Larapod,"United States presidential election, 2008",1
Laras friend,RuneScape,2
Larascope360,Star Wars,3
Larbsaw,London,1
Lardayn,Saddam Hussein,1
Lardo,Xbox 360,2
Lareno,Eminem,1
Large5,Bill Clinton,1
Largo 2671,Christianity,1
Larix,Google,2
Larklight,Scientology,1
Larklight,United Kingdom,1
Larklight,Barack Obama,3
Larkman,Tony Blair,1
Larkman,London,1
Larkman,United Kingdom,2
Larkworb,"United States presidential election, 2008",2
Larry Dunn,Israel,3
Larry Hastings,Wii,1
Larry Lawrence,New York City,1
Larry Lawrence,United Kingdom,1
Larry Rosenfeld,Albert Einstein,1
Larry Sanger,Jesus,6
Larry Sanger,God,3
Larry V,New York City,34
Larry V,Star Wars,2
Larry V,50 Cent,1
Larry laptop,Cat,1
Larry laptop,Xbox 360,1
Larry laptop,Jesus,2
Larry laptop,Saddam Hussein,1
Larry laptop,Scientology,1
Larry laptop,Japan,1
Larry laptop,Islam,1
Larry-O,September 11 attacks,2
Larry.europe,The Beatles,1
Larry131,Scientology,1
LarryDaleJr,Wii,1
LarryJeff,Ronald Reagan,5
LarryJeff,George W. Bush,15
LarryJeff,"United States presidential election, 2008",2
LarryJeff,Bill Clinton,5
LarryMColeman,Cat,1
Larryincinci,Israel,13
Larryincinci,Harry Potter and the Deathly Hallows,2
Larrymcp,September 11 attacks,2
Larrymcp,New York City,5
Larrymcp,Cat,1
Larrys52,Christianity,3
Larrysdiva,Britney Spears,1
Larrysymon,George W. Bush,1
Lars T.,World War I,1
Lars T.,Cat,40
Lars T.,Michael Jackson,2
Lars T.,Bill Gates,1
Lars T.,Saddam Hussein,18
Lars Washington,Scientology,1
Lars Washington,George Washington,1
Lars Washington,September 11 attacks,1
LarsHolmberg,United Kingdom,1
LarsHolmberg,George W. Bush,1
LarsHolmberg,Osama bin Laden,1
Larsenxc,Eminem,1
Larsinio,South Park,1
Larsinio,Wii,2
Larsinio,Xbox 360,10
Larsinio,IPod,7
Larsinio,PlayStation 3,16
Larsinio,Scientology,1
Larsonk,Paris Hilton,1
Larus.r,Japan,2
Larven123,Eminem,1
Larzarus,Family Guy,1
Laser Razor,Global warming,1
Laser brain,Michael Jackson,1
Laser brain,Canada,1
Laser2sailor,George W. Bush,1
Lashaugn123,Britney Spears,4
Lasherman,Adolf Hitler,1
Lasindi,United States,1
Lasindi,Osama bin Laden,1
Lasse Havelund,"United States presidential election, 2008",1
Lasse Havelund,Michael Jackson,1
Lassi05,United Kingdom,1
Last Avenue,George W. Bush,1
Last apoc,Xbox 360,1
Last king of Frisia,United States,1
Last1in,Cannabis (drug),1
Last5,Adolf Hitler,1
LastBall,Eminem,2
LastChance,September 11 attacks,1
LastChanceToBe,New York City,1
LastTemptation44,Christianity,1
LastVisibleDog,George W. Bush,7
Lastanzabianca,Paris Hilton,2
Lastdon90,George W. Bush,1
Lastenglishking,Michael Jackson,1
Lastest fumblings,George W. Bush,1
Lastfame,Bill Gates,2
Lasthand,Xbox 360,3
Lastrunk,Harry Potter and the Deathly Hallows,1
Lasttiger,Family Guy,1
Laszlo Panaflex,The Simpsons,2
LaszloWalrus,Bill Gates,1
LaszloWalrus,Jesus,1
LaszloWalrus,Saddam Hussein,1
LaszloWalrus,United States,7
LaszloWalrus,Global warming,1
LaszloWalrus,Albert Einstein,1
LaszloWalrus,Muhammad,2
LaszloWalrus,Israel,1
LaszloWalrus,Tony Blair,1
LaszloWalrus,George Washington,1
LaszloWalrus,Osama bin Laden,2
Lat88888888,India,1
Lateedah,Harry Potter and the Deathly Hallows,1
Laterensis,September 11 attacks,2
Latevardanig,World War II,1
Lathrop1885,Harry Potter and the Deathly Hallows,1
Lathrop1885,Adolf Hitler,2
Latics,"United States presidential election, 2008",2
Latics,South Park,1
Latics,United Kingdom,1
Latics,Xbox 360,1
Latics,George W. Bush,2
Latics,United States,2
Latics,Bill Gates,1
Laticss,God,1
LatinPrince,Harry Potter and the Deathly Hallows,1
Latindancer,Harry Potter,1
Latinlives,Harry Potter,2
LatinoMuslim,Islam,8
LatinoMuslim,Muhammad,4
Latitude0116,United States,7
Latitude0116,Bill Clinton,5
Latitude0116,September 11 attacks,14
Latitude0116,George W. Bush,1
Latitude0116,Barack Obama,11
Latitude0116,Canada,1
Latka,Cannabis (drug),3
Latka,IPod,1
Latka,Google,3
Latlaz,Adolf Hitler,1
Latouu,Japan,1
Latron,World War II,1
Lattimore17,RuneScape,1
Latulla,Cat,3
Lauboo,United States,3
Laubz83,United States,1
Laucheehung,United States,2
Laudak,The Simpsons,1
Laudaka,The Beatles,1
Laudaka,United States,3
Laudaka,Michael Jackson,1
Laudaka,George W. Bush,1
Laudaka,Cat,1
Laudaka,Albert Einstein,3
Laug,Xbox 360,2
Laug,IPod,1
Laug,God,1
Laug,Albert Einstein,1
LaughingMan1,Tony Blair,3
Laughingcat945,Cat,1
Laughingcat945,George W. Bush,1
Laughingman6,Barack Obama,1
Laughoutloud123,The Simpsons,2
Laukster,Barack Obama,1
Laura1290,George W. Bush,3
Lauraishot,Cat,1
Lauralee17,Eminem,1
Laurap414,Cat,3
Laurascudder,New York City,1
Laurascudder,Islam,1
Laurascudder,Wii,1
Laurascudder,Muhammad,1
Laurascudder,Albert Einstein,1
Laurasmith76,Google,2
Laureatez,George W. Bush,1
Laurel Bush,Cannabis (drug),9
Laurel Bush,United Kingdom,14
LaurelBush,United Kingdom,2
Lauren,United States,2
Lauren,New York City,3
Lauren,Jesus,3
Lauren,Canada,1
Lauren,Britney Spears,1
Lauren 11,The Simpsons,3
Lauren Black,RuneScape,1
Lauren Milligan,Michael Jackson,2
Laurence Boyce,September 11 attacks,8
Laurence Boyce,Islam,1
Laurence Gilcrest,New York City,4
Laurence hurrell,Albert Einstein,2
Laurencooper,New York City,1
Laurenjf,September 11 attacks,2
Laurenmj9,Britney Spears,1
Laurens,IPod,1
Laurens-af,World War II,1
Laurent Van Winckel,Osama bin Laden,1
Laurent Van Winckel,Islam,2
Laurent Van Winckel,Google,2
LaurentFourier,"United States presidential election, 2008",3
Laurentien,Canada,16
Laurenttroy,London,1
Lauriebravo,Cat,1
Lauriellen,Cat,1
Laurinavicius,Albert Einstein,1
Laurinavicius,"United States presidential election, 2008",1
Laurinavicius,World War II,1
Laurinavicius,United States,1
Laurips,Global warming,1
LauritaK,Barack Obama,2
LavaSnake5000,RuneScape,1
Lavache91,Britney Spears,2
Laval,Scientology,2
Lavathing9,Google,3
Lavelleg,Tony Blair,1
Lavenderbunny,Xbox 360,1
Lavenderbunny,PlayStation 3,1
Lavenderbunny,Wii,1
Lavenderbunny,Cat,2
LavosBaconsForgotHisPassword,New York City,2
Law,London,1
Law Lord,Harry Potter,2
LawBot,George W. Bush,1
LawBot,September 11 attacks,1
LawBot,The Simpsons,1
LawBot,Bill Clinton,1
Lawati,Israel,1
Lawe,Japan,1
Lawe,Albert Einstein,1
Lawe,United States,11
Lawfirm,Israel,1
Lawikitejana,September 11 attacks,2
Lawilkin,Paris Hilton,1
Lawilkin,World War I,1
Lawilkin,September 11 attacks,1
Lawlie,South Park,1
Lawman8,Barack Obama,8
Lawnmower26,United Kingdom,1
Lawrence 08,South Park,1
Lawrence Cohen,Bill Gates,1
Lawrence Cohen,Xbox 360,1
Lawrence H K,Japan,1
Lawrence King,Adolf Hitler,2
Lawrence12345,New York City,1
Lawrence24,Muhammad,2
LawrenceTrevallion,World War II,1
LawrenceTrevallion,Christianity,3
Lawrencekhoo,Muhammad,1
Lawrencekhoo,World War I,1
Lawrencekhoo,Global warming,3
Lawrencekhoo,Japan,1
Lawrencekhoo,Barack Obama,4
Lawrencekhoo,The Simpsons,2
Lawrencema,World War I,3
Lawsonrob,Tony Blair,1
Lawsonrob,Bill Gates,1
Lawyer15n,World War II,1
Lawyer2056,George Washington,4
Lawyer2b,George Washington,1
Lawyer2b,Adolf Hitler,1
Lawyer2b,United States,1
Lax en,Ronald Reagan,1
Lax en,Bill Gates,1
Lax en,Bill Clinton,1
Lax4mike,Canada,1
Laxadd,RuneScape,2
Laxbrain0110,United States,1
Laxdnota,Bill Gates,13
Laxfox620,George W. Bush,1
Laxjunkie4life,George W. Bush,1
Laxplayer90210,"United States presidential election, 2008",1
Laxplayer90210,Barack Obama,1
Layla12275,Scientology,1
Layzie the kid,50 Cent,5
LazLong,September 11 attacks,1
Lazar Taxon,"United States presidential election, 2008",1
Lazarus666,George W. Bush,1
Lazarus666,Xbox 360,1
Lazarus999,Family Guy,1
Lazer59882,George W. Bush,1
