username,topic,ses
D666D,World War II,3
DA Wilhjelmz,Scientology,2
DA19,Barack Obama,2
DAB316,World War II,1
DADASHIM,Muhammad,2
DAGwyn,Albert Einstein,348
DAGwyn,RuneScape,9
DAJF,United Kingdom,1
DAJF,Britney Spears,1
DAJF,Japan,1
DANfan,PlayStation 3,2
DARKDOOM9999,World War II,2
DARKFLIGHTER100,Britney Spears,3
DARKFLIGHTER100,Islam,3
DARQ MX,PlayStation 3,4
DATeymer,George Washington,3
DAW0001,Family Guy,1
DAde,Islam,13
DAde,September 11 attacks,2
DAllardyce,Wii,2
DB Durham NC,Barack Obama,1
DB Durham NC,Ronald Reagan,2
DBGFrost,Xbox 360,1
DBPhil,PlayStation 3,2
DBZFan28,50 Cent,57
DBZROCKS,Star Wars,1
DBaba,Saddam Hussein,4
DBaba,New York City,2
DBaba,September 11 attacks,2
DBaba,Christianity,4
DBaba,Muhammad,1
DBaba,Bill Clinton,6
DBaba,United Kingdom,1
DBaba,Xbox 360,1
DBaba,George W. Bush,20
DBaba,Eminem,2
DBaba,Islam,16
DBaba,United States,1
DBishop1984,Star Wars,1
DBlomgren,Cat,1
DBlomgren,Harry Potter,2
DBragagnolo,George W. Bush,1
DC,Barack Obama,7
DC,United States,3
DC,The Beatles,13
DC17,Star Wars,1
DCAnderson,September 11 attacks,18
DCAnderson,Osama bin Laden,1
DCAnderson,George W. Bush,1
DCB4W,United States,4
DCBen,Wii,1
DCBen,PlayStation 3,2
DCDuring,Christianity,1
DCEdwards1966,Barack Obama,1
DCEdwards1966,George Washington,2
DCEdwards1966,Saddam Hussein,1
DCEdwards1966,Albert Einstein,1
DCEdwards1966,Adolf Hitler,1
DCEdwards1966,The Simpsons,1
DCEdwards1966,Cat,5
DCEdwards1966,Britney Spears,3
DCEdwards1966,Paris Hilton,2
DCEdwards1966,Bill Clinton,4
DCEdwards1966,George W. Bush,2
DCGeist,Japan,1
DCGeist,United States,1859
DCGeist,United Kingdom,2
DCGeist,Albert Einstein,1
DCGeist,Canada,1
DCGeist,India,2
DCHStrumpet,PlayStation 3,2
DCM101,IPod,1
DCT,Eminem,6
DCTT,World War II,5
DChiuch,The Simpsons,6
DChiuch,Harry Potter,1
DChiuch,PlayStation 3,1
DChiuch,Japan,1
DCincarnate,Adolf Hitler,2
DCjeangrey,Barack Obama,3
DCrazy,Adolf Hitler,1
DD101,World War II,1
DD2K,Barack Obama,14
DDHHDH3,Cat,3
DDOracle,RuneScape,3
DDRFRK,IPod,2
DDRRE,Wii,1
DDRplayer,Wii,1
DDWOTP,Christianity,2
DDawg,George Washington,2
DDerby,George W. Bush,3
DDerby,Britney Spears,2
DDerby,50 Cent,2
DDerby,Eminem,3
DDima,United Kingdom,1
DDima,Google,1
DDima,Harry Potter and the Deathly Hallows,1
DDima,Barack Obama,4
DDima,PlayStation 3,3
DDima,IPod,3
DDima,World War II,14
DDima,George Washington,1
DDima,Harry Potter,1
DDog,Paris Hilton,1
DE,50 Cent,1
DE14,Adolf Hitler,1
DE14,Jesus,1
DEATH,Bill Gates,2
DEBORAHLSCHELL,RuneScape,1
DECKitBRUISEit,World War I,1
DEO182,Jesus,1
DESULOLDESU,New York City,1
DESiegel,Star Wars,1
DESiegel,Harry Potter,1
DESiegel,Tony Blair,3
DESiegel,George Washington,1
DEW 7,United States,1
DEW 7,PlayStation 3,1
DFS,The Simpsons,4
DFS454,World War II,1
DG,Jesus,2
DG,Scientology,1
DGG,Muhammad,1
DGG,Google,1
DGJM,World War II,1
DGJM,The Beatles,2
DGJM,Saddam Hussein,1
DGJM,Adolf Hitler,1
DGJM,Scientology,2
DGJM,Tony Blair,1
DGJM,United States,1
DGJM,Star Wars,1
DGJM,Bill Gates,3
DGJM,United Kingdom,2
DGJM,George W. Bush,1
DGJM,50 Cent,2
DGJM,Albert Einstein,4
DGJM,PlayStation 3,1
DGJM,Canada,1
DGJM,God,1
DGJM,Islam,3
DGJM,RuneScape,4
DGJM,Ronald Reagan,1
DGJM,Cannabis (drug),1
DGJM,Jesus,2
DGJM,Israel,1
DGJM,World War I,1
DGJM,The Simpsons,1
DGJM,September 11 attacks,1
DGaw,Global warming,1
DGaw,Christianity,1
DGaw,Family Guy,1
DGaw,Scientology,1
DGtal,Israel,1
DH85868993,The Simpsons,2
DH85868993,The Beatles,1
DHN,Albert Einstein,1
DHN,George Washington,1
DHN,Japan,1
DHN,Harry Potter and the Deathly Hallows,10
DHN,New York City,1
DHN,Michael Jackson,1
DHN,Harry Potter,2
DHN,The Simpsons,3
DHN,World War I,1
DHN,Bill Gates,2
DHN,"United States presidential election, 2008",1
DHN,United States,2
DHN,Google,2
DHN-bot,World War I,2
DHN-bot,Michael Jackson,2
DHN-bot,Bill Clinton,2
DHN-bot,United States,3
DHN-bot,Muhammad,3
DHN-bot,Christianity,1
DHN-bot,Barack Obama,4
DHN-bot,Albert Einstein,5
DHN-bot,India,2
DHN-bot,Adolf Hitler,1
DHN-bot,The Simpsons,1
DHN-bot,George Washington,4
DHN-bot,"United States presidential election, 2008",1
DHN-bot,Osama bin Laden,4
DHN-bot,London,1
DHN-bot,Israel,1
DHN-bot,Bill Gates,2
DHN-bot,Harry Potter,2
DHN-bot,Tony Blair,1
DHN-bot,Saddam Hussein,4
DHN-bot,Islam,4
DHN-bot,The Beatles,3
DHN-bot,Canada,2
DHN-bot,PlayStation 3,2
DHN-bot,Japan,6
DHN-bot,RuneScape,2
DHN-bot,George W. Bush,5
DHN-bot,Ronald Reagan,1
DHN-bot,Harry Potter and the Deathly Hallows,4
DHN-bot,Jesus,1
DHN-bot,Star Wars,3
DHN-bot,World War II,3
DHN-bot,Britney Spears,3
DHN-bot,Eminem,4
DHN-bot,September 11 attacks,2
DHT,George W. Bush,5
DHeyward,Scientology,3
DHeyward,Global warming,10
DHeyward,Harry Potter and the Deathly Hallows,6
DHeyward,South Park,1
DHeyward,Osama bin Laden,1
DHeyward,George W. Bush,40
DHeyward,Bill Clinton,14
DHeyward,September 11 attacks,12
DHickerschmidt,Canada,1
DHowell,South Park,2
DIEXEL,Barack Obama,1
DIEXEL,Adolf Hitler,1
DIEXEL,Google,5
DIOTTPOPIP,Christianity,2
DIREKTOR,Adolf Hitler,9
DImfeld,Scientology,2
DJ Arnold,Paris Hilton,1
DJ Clayworth,RuneScape,3
DJ Clayworth,Christianity,94
DJ Clayworth,Muhammad,5
DJ Clayworth,Osama bin Laden,4
DJ Clayworth,Bill Clinton,12
DJ Clayworth,Albert Einstein,11
DJ Clayworth,Scientology,1
DJ Clayworth,World War II,207
DJ Clayworth,Cat,2
DJ Clayworth,India,2
DJ Clayworth,Michael Jackson,1
DJ Clayworth,Israel,3
DJ Clayworth,September 11 attacks,5
DJ Clayworth,South Park,1
DJ Clayworth,Bill Gates,3
DJ Clayworth,Paris Hilton,9
DJ Clayworth,London,4
DJ Clayworth,Harry Potter and the Deathly Hallows,1
DJ Clayworth,Adolf Hitler,59
DJ Clayworth,Japan,1
DJ Clayworth,Saddam Hussein,1
DJ Clayworth,The Simpsons,5
DJ Clayworth,George W. Bush,67
DJ Clayworth,United States,16
DJ Clayworth,Canada,51
DJ Clayworth,Xbox 360,1
DJ Clayworth,United Kingdom,61
DJ Clayworth,Jesus,38
DJ Clayworth,Tony Blair,9
DJ Clayworth,Islam,9
DJ Clayworth,World War I,7
DJ Clayworth,George Washington,6
DJ Clayworth,Star Wars,4
DJ Clayworth,God,8
DJ Clayworth,The Beatles,3
DJ Clayworth,Britney Spears,7
DJ Clayworth,Barack Obama,3
DJ Clayworth,Ronald Reagan,6
DJ Clayworth,Global warming,1
DJ Clayworth,Harry Potter,9
DJ Clayworth,Family Guy,1
DJ HAZCHEM,George W. Bush,1
DJ HEAVEN,United Kingdom,1
DJ Lil' Shock,50 Cent,1
DJ Mike TJG,PlayStation 3,1
DJ Mike TJG,Wii,4
DJ giantSupreme,50 Cent,3
DJ-x3,Michael Jackson,3
DJ1AM,George W. Bush,1
DJ20005992,Albert Einstein,4
DJBullfish,RuneScape,1
DJD23,George W. Bush,1
DJDonegal,Wii,1
DJDrummerBOY,50 Cent,3
DJEBIR,Harry Potter and the Deathly Hallows,1
DJGB,Albert Einstein,1
DJGrieve,IPod,1
DJHeartAttack,United States,1
DJS92,God,1
DJS92,Jesus,1
DJSlick,Saddam Hussein,2
DJUrsus,Eminem,2
DJac75,Harry Potter,2
DJac75,South Park,1
DJac75,Star Wars,1
DJac75,Saddam Hussein,1
DJmonkeys,Jesus,2
DKaddict18,Britney Spears,37
DKalkin,Islam,1
DKalkin,George W. Bush,1
DKfan1,Britney Spears,5
DKqwerty,Barack Obama,42
DKqwerty,Star Wars,1
DKqwerty,Bill Clinton,3
DKruse,Xbox 360,3
DL McCracken,Osama bin Laden,1
DL79OL,United States,1
DL79OL,George Washington,3
DL79OL,Adolf Hitler,1
DLBY,Albert Einstein,2
DLH,Jesus,2
DLH,Global warming,1
DLH,Barack Obama,3
DLH,Muhammad,3
DLHH377,Britney Spears,20
DLJessup,"United States presidential election, 2008",57
DLJessup,Ronald Reagan,4
DLJessup,Bill Clinton,6
DLJessup,United States,1
DLJessup,Tony Blair,1
DLJessup,George W. Bush,19
DLJessup,George Washington,9
DLM 92,50 Cent,2
DLMahnken,World War II,1
DLR,Jesus,11
DLR,Christianity,13
DLRjr94,George W. Bush,1
DLZONE68,George W. Bush,1
DLand,Jesus,8
DLand,"United States presidential election, 2008",1
DLand,Xbox 360,1
DLand,Google,1
DLoney,Barack Obama,2
DMB,United Kingdom,1
DMB,September 11 attacks,2
DMC-12,Michael Jackson,3
DMCer,September 11 attacks,1
DMCer,Bill Gates,1
DMCer,IPod,1
DMCer,United States,1
DMCer,50 Cent,2
DMCrimson,Paris Hilton,2
DMD,Family Guy,2
DMG413,Family Guy,1
DMG413,Bill Clinton,5
DMG413,India,1
DMG413,London,1
DMG413,The Simpsons,1
DMG413,Japan,1
DMG413,New York City,1
DMS12,The Simpsons,4
DMS121cm,New York City,2
DMSteveX,Michael Jackson,1
DMXIN2466,God,1
DMac,London,1
DMac,Israel,1
DMacks,Google,1
DMacks,IPod,1
DMacks,London,2
DMacks,Ronald Reagan,1
DMacks,South Park,1
DMacks,New York City,1
DMarz275,Bill Gates,1
DMellis,United States,1
DMeyering,Paris Hilton,1
DMorpheus,World War II,2
DMurphy,IPod,2
DN Lodge,New York City,1
DNEWSON,Michael Jackson,5
DNEWSON,The Beatles,1
DNewhall,Bill Gates,1
DNewhall,"United States presidential election, 2008",2
DO'Neil,Star Wars,1
DO'Neil,Family Guy,3
DO'Neil,London,2
DO'Neil,Adolf Hitler,3
DO'Neil,World War II,1
DO'Neil,Albert Einstein,1
DO'Neil,Cat,1
DO'Neil,Saddam Hussein,1
DO'Neil,Bill Clinton,1
DOAcepr,George W. Bush,3
DOHC Holiday,Albert Einstein,3
DOHC Holiday,George W. Bush,1
DOHC Holiday,South Park,2
DOI bot,London,1
DOI bot,Muhammad,1
DOI bot,United States,2
DOI bot,India,3
DOI bot,George W. Bush,2
DOI bot,Albert Einstein,4
DOI bot,New York City,2
DOI bot,Cat,2
DOI bot,Canada,1
DOI bot,Bill Gates,3
DOI bot,Global warming,4
DOI bot,IPod,2
DOI bot,September 11 attacks,1
DOI bot,Ronald Reagan,2
DOI bot,Jesus,1
DOI bot,Israel,2
DOI bot,Cannabis (drug),3
DOI bot,Barack Obama,2
DOMINAT3,Japan,1
DONOVAN,The Beatles,11
DONOVAN,Ronald Reagan,1
DOOD1002,PlayStation 3,2
DOOMEDtoDOOM,PlayStation 3,1
DOOMEDtoDOOM,Harry Potter and the Deathly Hallows,3
DOSGuy,Albert Einstein,1
DOSGuy,PlayStation 3,2
DOrmat4mbthsIdsotmUn,Harry Potter and the Deathly Hallows,1
DPBdandan139,Tony Blair,1
DPBdandan139,George W. Bush,1
DR.X,Paris Hilton,1
DR.X,George W. Bush,1
DR04,Cannabis (drug),1
DREWcorp,IPod,1
DRGrim,Family Guy,1
DRHagen,Japan,1
DRJ,Barack Obama,3
DRTllbrg,Google,1
DRTllbrg,Harry Potter and the Deathly Hallows,1
DRZBEST,Muhammad,2
DRaGZ,Family Guy,2
DRonalds,PlayStation 3,3
DRosenbach,Saddam Hussein,3
DRosenbach,George Washington,2
DRosenbach,George W. Bush,1
DRosenbach,Osama bin Laden,1
DRosenbach,September 11 attacks,1
DRosenbach,Harry Potter and the Deathly Hallows,2
DRosenbach,Adolf Hitler,1
DRosenbach,Barack Obama,2
DRosenbach,Islam,1
DRosenbach,Jesus,1
DRosenbach,New York City,1
DRosenbach,Harry Potter,7
DRosenbach,Christianity,4
DS NBA,September 11 attacks,1
DS1953,Ronald Reagan,1
DS1953,Google,1
DS1953,New York City,1
DS1953,Paris Hilton,1
DS1953,George W. Bush,1
DSGruss,Islam,1
DSLITEDS,Wii,1
DSRH,Ronald Reagan,1
DSRH,RuneScape,1
DSRH,Wii,2
DSatz,World War II,2
DSatz,New York City,3
DSatz,Google,2
DSatz,Harry Potter,2
DShiznit,Jesus,1
DShiznit,Saddam Hussein,3
DSisyphBot,Xbox 360,1
DSisyphBot,India,1
DSisyphBot,Muhammad,1
DStoykov,Bill Gates,2
DStoykov,Britney Spears,1
DStoykov,Michael Jackson,1
DStoykov,George W. Bush,1
DSuser,Canada,1
DSuser,United Kingdom,18
DTA666,George W. Bush,2
DTAD,Japan,1
DTE,Adolf Hitler,1
DTM,South Park,2
DTMGO,Global warming,3
DTOx,World War II,1
DTOx,The Simpsons,1
DTOx,Jesus,1
DTOx,Tony Blair,3
DTOx,Osama bin Laden,1
DTOx,London,1
DTOx,United Kingdom,1
DTOx,Japan,3
DTSX,United States,4
DThomas,Eminem,9
DUBJAY04,Cannabis (drug),1
DUCK,"United States presidential election, 2008",1
DUKINS,Eminem,2
DUMJOO,World War I,1
DVD R W,Family Guy,11
DVD R W,Star Wars,5
DVD R W,IPod,3
DVD R W,Israel,17
DVD R W,Saddam Hussein,4
DVD R W,Ronald Reagan,20
DVD R W,50 Cent,1
DVD R W,World War II,6
DVD R W,Paris Hilton,15
DVD R W,Adolf Hitler,11
DVD R W,Japan,5
DVD R W,India,7
DVD R W,Cannabis (drug),1
DVD R W,Cat,25
DVD R W,Harry Potter,2
DVD R W,The Beatles,6
DVD R W,Tony Blair,7
DVD R W,September 11 attacks,1
DVD R W,Muhammad,3
DVD R W,Albert Einstein,11
DVD R W,Osama bin Laden,7
DVD R W,Scientology,2
DVD R W,New York City,22
DVD R W,God,5
DVD R W,Global warming,4
DVD R W,World War I,1
DVD R W,George W. Bush,2
DVD R W,Britney Spears,1
DVD R W,United States,10
DVD R W,Bill Gates,6
DVD R W,Islam,3
DVD R W,Eminem,4
DVD R W,Bill Clinton,23
DVD R W,Google,2
DVD R W,Canada,10
DVD R W,George Washington,10
DVD R W,Barack Obama,1
DVD R W,London,11
DVdm,Albert Einstein,21
DW,Canada,1
DW,World War I,3
DW Celt,Saddam Hussein,1
DWMD w,Canada,2
DWP17,Family Guy,4
DWPittelli,Global warming,3
DWRYATE,World War I,3
DWalker1011,Barack Obama,1
DWalker1011,Harry Potter,1
DWaterson,Family Guy,2
DWaterson,Eminem,2
DWaterson,Tony Blair,1
DWillis44,George Washington,1
DX,Adolf Hitler,6
DXCC,50 Cent,5
DXCha,Adolf Hitler,1
DXRAW,George Washington,1
DXRAW,South Park,1
Da Joe,"United States presidential election, 2008",1
Da Vynci,Eminem,1
Da Vynci,Osama bin Laden,2
Da Vynci,Adolf Hitler,1
Da Vynci,Harry Potter and the Deathly Hallows,1
Da Vynci,Bill Clinton,1
Da Vynci,Bill Gates,1
Da Vynci,Michael Jackson,1
Da best editor,RuneScape,1
Da biGGeSt ItaLiANo yo,Saddam Hussein,2
Da bomba3,RuneScape,1
Da monster under your bed,Eminem,2
Da monster under your bed,United States,1
Da monster under your bed,Jesus,1
Da monster under your bed,Michael Jackson,1
Da monster under your bed,Adolf Hitler,1
Da monster under your bed,Star Wars,1
Da monster under your bed,Harry Potter and the Deathly Hallows,1
Da monster under your bed,Islam,1
Da monster under your bed,Christianity,1
Da monster under your bed,September 11 attacks,1
Da monster under your bed,50 Cent,2
Da monster under your bed,George W. Bush,1
Da monster under your bed,New York City,1
Da movie kid,The Beatles,1
Da noob1,George W. Bush,1
Da ola,Wii,1
Da stooges,George Washington,1
Da-da-belanova-da-da,Wii,5
Da.skitz,South Park,1
DaConvict,Michael Jackson,1
DaDoc540,Barack Obama,6
DaDopeboy,50 Cent,3
DaEazy,Paris Hilton,2
DaFuZzMaStA,Cannabis (drug),1
DaGizza,Cannabis (drug),2
DaGizza,Islam,2
DaGizza,The Simpsons,2
DaGizza,United States,2
DaGizza,India,19
DaGizza,Israel,1
DaGizza,Christianity,1
DaGrob,George W. Bush,2
DaGrob,Islam,1
DaKiNgAdAbLiNg,Cannabis (drug),1
DaKing,Xbox 360,3
DaLaQuinta,George W. Bush,1
DaMacGuy,September 11 attacks,1
DaMeanHippo,The Simpsons,1
DaMeanHippo,George W. Bush,1
DaMenace123,George W. Bush,1
DaMenace123,Harry Potter,1
DaMenace123,Harry Potter and the Deathly Hallows,1
DaSuHouse,Harry Potter,1
DaSuHouse,Eminem,1
DaWillsta92,Wii,12
Daa89563,50 Cent,1
Daa89563,Saddam Hussein,5
Daa89563,George Washington,3
Daa89563,IPod,2
Daa89563,The Beatles,1
Daa89563,Japan,6
Daa89563,September 11 attacks,4
Daa89563,Bill Gates,1
Daa89563,India,6
Daa89563,Albert Einstein,3
Daa89563,Bill Clinton,2
Daa89563,Global warming,3
Daa89563,Eminem,3
Daa89563,Tony Blair,3
Daa89563,Google,1
Daa89563,George W. Bush,1
Daa89563,Family Guy,3
Daa89563,Adolf Hitler,1
Daa89563,Cat,5
Daa89563,Xbox 360,2
Daa89563,The Simpsons,1
Daabomb,Google,1
Daakun,Wii,1
Daal34,South Park,3
Daallo123,Muhammad,1
Daanarchist,RuneScape,1
Daanschr,London,1
Daanschr,Adolf Hitler,5
Daanschr,Christianity,8
Daanschr,Global warming,1
Daanschr,New York City,1
Daarklord,Google,1
Daarznieks,Michael Jackson,1
Daath 666,Christianity,3
Dab6387,George W. Bush,1
DabMachine,The Simpsons,1
DabMachine,The Beatles,1
DabMachine,Cannabis (drug),1
DabMachine,South Park,2
DabMachine,Saddam Hussein,1
DabMachine,World War II,1
DabMachine,Adolf Hitler,1
DabMachine,Xbox 360,1
Daballa9385,Islam,1
Dabanhfreak,South Park,1
Dabatteries,George W. Bush,1
Dabava,Britney Spears,1
Dabba A.,Britney Spears,1
Dabbas346,Eminem,3
Dabbas346,George W. Bush,2
Dabbijo,Albert Einstein,2
Dabbler,Star Wars,1
Dabbler,Bill Clinton,1
Dabbler,United States,2
Dabbler,Jesus,2
Dabbler,Saddam Hussein,4
Dabby,Barack Obama,4
Dabby,Google,4
Dabby,George W. Bush,10
Dabean100,The Beatles,1
Dabears238,Cannabis (drug),1
Dabears8686,God,2
Dabigkid,Star Wars,1
Dabigkid,RuneScape,1
Dabigtrain,George W. Bush,1
Dablaze,God,4
Dablaze,United States,3
Dabomb1188,George W. Bush,1
Dabomb691,Israel,1
Dabomb87,The Beatles,4
Dabomb87,Canada,15
Dabomb87,RuneScape,1
Dabomb87,Israel,1
Dabomb87,Ronald Reagan,3
Dabomb87,Albert Einstein,2
Dabomb87,New York City,1
Dabomb87,Global warming,1
Dabomb87,Harry Potter,1
Dabomb87,Cat,1
Dabomb87,South Park,2
Dabomb87,London,1
Dabomb87,Michael Jackson,2
Dabomb87,Bill Clinton,2
Dabomb87,The Simpsons,1
Dabomb87,United States,16
Daborhe,World War II,5
Dabrown,United States,1
Dabu805,Eminem,2
Dacbook,George W. Bush,1
Dacbook,World War I,3
Dachande,Eminem,1
Dachande,Bill Clinton,1
Dachande,IPod,1
Dachande,Cat,2
Dachannien,George W. Bush,8
Dachannien,Ronald Reagan,1
Dachannien,Barack Obama,4
Dachannien,Muhammad,4
Dachannien,Eminem,1
Dacheatcode,RuneScape,3
Dacheatcode,George Washington,1
Dacheatcode,George W. Bush,1
Dachocobo,Harry Potter and the Deathly Hallows,1
Dachshund,World War II,5
Dachshund99,RuneScape,1
Dachshundboy25,Christianity,2
Dacium,Wii,1
Dacium,Christianity,3
Dackley,Google,1
Dacoataca,Family Guy,4
Dacoslett,United States,1
Dacres,United States,1
Dacxjo,Bill Gates,1
Dad7,Ronald Reagan,4
DadaNeem,Albert Einstein,1
Dadaman,Saddam Hussein,2
Daddy Kindsoul,Michael Jackson,1
DaddyPayne,50 Cent,6
DaddyTwoFoot,Eminem,1
DaddyWarlock,World War I,4
DaddyWarlock,Adolf Hitler,2
Daddylight,The Simpsons,2
Daddywalrus,World War I,1
Dado,September 11 attacks,1
Dadofsam,London,3
Dadrker,World War II,1
Dadsnagem,Scientology,2
Dadsnagem,George W. Bush,1
Dadude3320,Cannabis (drug),1
Dadude3320,United States,1
Daduzi,South Park,1
Daedalus-,Harry Potter,1
Daedalus969,The Beatles,7
Daedalus969,Christianity,1
Daedalus969,Google,1
DaedalusBTJ,IPod,3
Daehanminguk1,RuneScape,1
Daekharel,Wii,1
Daemon Loki,Eminem,1
Daemon Lotos,Xbox 360,4
DaemonLee,Cannabis (drug),1
Daemonic Kangaroo,World War II,1
Daemonic Kangaroo,Adolf Hitler,1
Daemonic Rite,Eminem,2
Daeroni,Wii,1
Daev,IPod,1
Daev,South Park,2
Daf,Paris Hilton,1
Daf,Adolf Hitler,1
Daf,Harry Potter,1
Dafahad,Muhammad,3
Dafarizone,50 Cent,1
Daffy duck,World War I,3
Daffy100,Cat,3
Daft tv,Xbox 360,1
Daft80sbloke,Eminem,2
Daftpunkboy93,Wii,1
Daftpunkboy93,Michael Jackson,1
DagErlingSmørgrav,"United States presidential election, 2008",2
Dagari,Adolf Hitler,1
Dagedude,World War II,1
Dagegen99,Ronald Reagan,4
Dagegen99,Israel,1
Daggermouth,South Park,1
Daggoth,Harry Potter and the Deathly Hallows,92
Daggoth,Harry Potter,3
Daghall,Xbox 360,1
Dagibit,PlayStation 3,1
Dagmon,RuneScape,1
DagnyB,George W. Bush,14
DagnyB,Harry Potter,1
DagnyB,Cat,1
DagnyB,Ronald Reagan,11
Dagordon01,Ronald Reagan,1
DagosNavy,World War II,2
Dagrimdialer619,Adolf Hitler,2
Daguuy,Global warming,1
Dah31,Barack Obama,2
Dah31,United States,1
Dahab,Islam,1
Dahamsta,September 11 attacks,1
Dahamu,Wii,1
Dahapr44,Eminem,2
Dahms.5,Michael Jackson,1
Dahn,Adolf Hitler,1
Dahn,Cat,1
Dahn,Barack Obama,1
Dahveed323,George W. Bush,4
Dahveed323,"United States presidential election, 2008",3
Dahveed323,Islam,1
Dahveed323,Bill Clinton,3
Dahveed323,Israel,7
DaiTengu,Saddam Hussein,1
Daicaregos,United Kingdom,27
Daiju,Japan,4
Daikiki,Eminem,1
Daikiki,Britney Spears,2
Dailycare,Israel,19
Daimenw,Star Wars,2
Daimetreya,Jesus,1
Daimore,Michael Jackson,1
Dainamo,United Kingdom,4
Dainamo,Adolf Hitler,1
Dainamo,Harry Potter,1
Daire01,Britney Spears,10
Daire05,Britney Spears,1
Daireee,Scientology,1
Daisee,Harry Potter and the Deathly Hallows,1
Daiv,Michael Jackson,1
Daj12192,Barack Obama,1
Daj12192,September 11 attacks,1
DajNaMiru,"United States presidential election, 2008",1
Dajagr,Harry Potter,2
Dajahew1,RuneScape,1
Dak,Paris Hilton,1
Dak is back,PlayStation 3,1
Dak is back,George W. Bush,1
Dak is back,United States,3
Dak293,India,1
Dakara123,Michael Jackson,1
Dakart,RuneScape,1
Daking,The Simpsons,1
Dakirw8,Harry Potter and the Deathly Hallows,1
Dakltit,Barack Obama,1
Dakman111,South Park,1
Dakman111,Family Guy,1
Dakman111,Saddam Hussein,5
Dakman111,The Simpsons,1
Dakoman,Israel,1
Dakota Niko Carrie,Eminem,1
DakotaDAllen,RuneScape,2
Daku0g,Xbox 360,1
Dakuhippo,Jesus,2
Dakupomaster,Jesus,3
Dala11a,Cannabis (drug),168
Dalaaa,Islam,3
Dalas,The Beatles,1
Dale Arnett,Canada,2
Dale Arnett,Harry Potter and the Deathly Hallows,5
Dale Arnett,Britney Spears,1
Dale Arnett,Michael Jackson,7
Dale Arnett,George Washington,6
Dale Arnett,United Kingdom,1
Dale Arnett,Harry Potter,1
