username,topic,ses
J Milburn,United Kingdom,1
J Milburn,Cannabis (drug),2
J Milburn,World War II,2
J Milburn,Bill Gates,1
J Milburn,Britney Spears,2
J Milburn Bot,Paris Hilton,1
J Milburn Bot,Michael Jackson,1
J Milburn Bot,Eminem,1
J Raghu,Cat,4
J Readings,Paris Hilton,5
J Readings,Family Guy,1
J Readings,Britney Spears,1
J S Firefox,Harry Potter,7
J WAY32,Wii,1
J d noonan,George Washington,1
J em are,New York City,1
J intela,Adolf Hitler,1
J intela,United States,1
J matula,IPod,1
J miester25,South Park,2
J miester25,Eminem,7
J slaya,Bill Gates,1
J$Mallard,September 11 attacks,2
J'berwock,Bill Gates,1
J'onn J'onzz,Barack Obama,1
J'raxis,Muhammad,1
J'raxis,Islam,1
J'raxis,Osama bin Laden,4
J'raxis,Israel,1
J'raxis,Saddam Hussein,4
J-Deeks,United Kingdom,1
J-Star,September 11 attacks,1
J-Wardy,George W. Bush,1
J-Zeth,Harry Potter,1
J-a-m-b-o,Cat,1
J-dogg09,Wii,1
J-love-lee,Eminem,2
J-love-lee,50 Cent,1
J-masta,Wii,2
J-masta,PlayStation 3,3
J-quizzlemaster097,Paris Hilton,1
J-smith.17,PlayStation 3,1
J-stan,Adolf Hitler,1
J-stan,Scientology,1
J-stan,Family Guy,3
J-stan,South Park,1
J-swet1,Eminem,9
J. 'mach' wust,Bill Clinton,1
J. Daily,United States,1
J. Daily,United Kingdom,2
J. Finkelstein,George W. Bush,1
J. Finkelstein,United States,1
J. Finkelstein,God,1
J. Howard Marshall,Ronald Reagan,5
J. Langton,Global warming,3
J. M.,Xbox 360,8
J. Naven,South Park,2
J. Naven,World War I,1
J. Nguyen,Bill Gates,1
J. Nguyen,PlayStation 3,10
J. Nguyen,Xbox 360,5
J. Passepartout,Harry Potter,1
J. Ponder,Christianity,2
J. Spencer,The Simpsons,1
J. Spencer,Christianity,1
J. Van Meter,Harry Potter and the Deathly Hallows,1
J.A.McCoy,Saddam Hussein,1
J.A.McCoy,Osama bin Laden,1
J.A.S.,George W. Bush,2
J.Bogdanov,Adolf Hitler,1
J.D,Israel,1
J.F.Quackenbush,Jesus,7
J.H,Jesus,1
J.J.,United Kingdom,9
J.J.,Ronald Reagan,15
J.J.,Christianity,2
J.J.,Family Guy,3
J.J.,The Simpsons,5
J.J.,Japan,5
J.J.,God,2
J.J.,Adolf Hitler,19
J.J.,Canada,35
J.J.,Barack Obama,1
J.J.,Tony Blair,12
J.J.,Osama bin Laden,3
J.J.,South Park,6
J.J.,Israel,7
J.J.,Saddam Hussein,42
J.J.,United States,5
J.J.,Jesus,8
J.J.,George Washington,2
J.J.,Michael Jackson,1
J.J.,"United States presidential election, 2008",8
J.J.,World War I,1
J.J.,Bill Clinton,9
J.J.,World War II,18
J.J.,George W. Bush,33
J.J.,Bill Gates,6
J.J.,Scientology,6
J.J.,India,1
J.J.,Albert Einstein,2
J.J. Popplewick,September 11 attacks,1
J.J.Sagnella,RuneScape,550
J.K Rowling,United Kingdom,1
J.K Rowling,Harry Potter,1
J.L.Main,Wii,26
J.R. Hercules,World War I,3
J.R. Hercules,The Beatles,1
J.R. Hercules,Adolf Hitler,2
J.R. Hercules,Ronald Reagan,1
J.Steinbock,Albert Einstein,2
J.T. Broderick,Ronald Reagan,1
J.Tell,Scientology,26
J.Tempesta,RuneScape,3
J.christianson,Israel,1
J.cross92,The Beatles,1
J.delanoy,Osama bin Laden,11
J.delanoy,Britney Spears,2
J.delanoy,Islam,1
J.delanoy,Global warming,4
J.delanoy,London,17
J.delanoy,Jesus,3
J.delanoy,New York City,1
J.delanoy,RuneScape,3
J.delanoy,Michael Jackson,4
J.delanoy,Cannabis (drug),2
J.delanoy,Adolf Hitler,14
J.delanoy,Google,6
J.delanoy,United States,8
J.delanoy,Barack Obama,45
J.delanoy,Wii,3
J.delanoy,United Kingdom,1
J.delanoy,Xbox 360,21
J.delanoy,PlayStation 3,56
J.delanoy,Harry Potter,5
J.delanoy,Muhammad,6
J.delanoy,Harry Potter and the Deathly Hallows,5
J.delanoy,The Simpsons,7
J.delanoy,Scientology,3
J.delanoy,Eminem,2
J.delanoy,George Washington,6
J.delanoy,IPod,6
J.delanoy,Christianity,6
J.delanoy,50 Cent,1
J.delanoy,Japan,5
J.delanoy,"United States presidential election, 2008",18
J.delanoy,Albert Einstein,3
J.delanoy,Paris Hilton,4
J.delanoy,Saddam Hussein,2
J.delanoy,God,3
J.delanoy,George W. Bush,22
J.delanoy,The Beatles,12
J.delanoy,World War II,2
J.delanoy,Family Guy,3
J.delanoy,Cat,2
J.everest,Cat,1
J.l.barthel,Harry Potter,2
J.reed,Xbox 360,1
J.reed,Japan,1
J.reed,PlayStation 3,1
J.smith,Israel,1
J.smith,Family Guy,1
J.smith,Eminem,2
J.smith,Barack Obama,2
J0 13,IPod,1
J00bsrnub3s,Xbox 360,1
J00tel,"United States presidential election, 2008",1
J04,George W. Bush,1
J04n,Muhammad,1
J04n,Eminem,1
J04n,Adolf Hitler,1
J04n,Tony Blair,1
J04n,World War I,2
J04n,Jesus,1
J04n,Bill Clinton,1
J04n,World War II,1
J04n,Scientology,1
J04n,God,1
J04n,Osama bin Laden,2
J04n,Cannabis (drug),1
J04n,George W. Bush,1
J04n,Canada,1
J04n,Saddam Hussein,1
J05HYYY,Cannabis (drug),12
J0j0b3ar95,Eminem,1
J0lt C0la,Eminem,1
J0lt C0la,Star Wars,3
J117,New York City,4
J11861,George W. Bush,3
J1459,RuneScape,10
J1muckw1,Islam,1
J2THAROME,World War II,1
J2xshandy,Wii,1
J306,IPod,2
J332,September 11 attacks,1
J33ry,Eminem,1
J3ff,India,1
J3ff,Ronald Reagan,1
J3ff,50 Cent,1
J3ff,United States,3
J3ff,Jesus,1
J3r3my0,George W. Bush,1
J3tolmer1,IPod,1
J3turn,50 Cent,4
J3wishVulcan,Canada,9
J44xm,Family Guy,2
J44xm,Michael Jackson,1
J44xm,Google,1
J44xm,Wii,1
J450NH3,Paris Hilton,1
J450NH3,PlayStation 3,2
J4Y35H93,Osama bin Laden,2
J4bin,United States,1
J4lambert,PlayStation 3,1
J4lambert,Family Guy,1
J7,Adolf Hitler,1
J7ack,50 Cent,1
J8427,Barack Obama,11
JACOB911,United States,1
JACOBLIKESTHEWILLIES,London,1
JAF1970,Tony Blair,1
JAHL14,United States,1
JAHL14,World War II,9
JAHRASATAMON,Xbox 360,4
JAKEP132,September 11 attacks,1
JAKEWELCH08,Google,9
JAKoulouris,Canada,5
JAMESMAYS,Harry Potter,1
JAMESMAYS,Global warming,2
JAMILAHCW,Eminem,1
JAMromeo,South Park,8
JAPANSUCKSPUSSY,Japan,1
JARHEAD999,Xbox 360,1
JASpencer,God,3
JAVIonics,Cannabis (drug),3
JAZAM007,Xbox 360,5
JAltman752,Harry Potter,1
JAnDbot,Xbox 360,1
JAnDbot,Israel,7
JAnDbot,"United States presidential election, 2008",2
JAnDbot,India,14
JAnDbot,London,2
JAnDbot,Tony Blair,1
JAnDbot,Bill Gates,1
JAnDbot,Paris Hilton,3
JAnDbot,George Washington,2
JAnDbot,World War II,5
JAnDbot,New York City,5
JAnDbot,Eminem,1
JAnDbot,The Simpsons,3
JAnDbot,Canada,5
JAnDbot,George W. Bush,3
JAnDbot,South Park,1
JAnDbot,Google,9
JAnDbot,Cat,6
JAnDbot,50 Cent,3
JAnDbot,Barack Obama,7
JAnDbot,Jesus,18
JAnDbot,Family Guy,1
JAnDbot,IPod,2
JAnDbot,World War I,1
JAnDbot,Saddam Hussein,1
JAnDbot,Britney Spears,3
JAnDbot,Scientology,3
JAnDbot,Harry Potter and the Deathly Hallows,6
JAnDbot,Adolf Hitler,3
JAnDbot,God,11
JAnDbot,Albert Einstein,4
JAnDbot,Japan,17
JAnDbot,Ronald Reagan,1
JAnDbot,Muhammad,4
JAnDbot,Christianity,3
JAnDbot,Cannabis (drug),1
JAnDbot,Islam,10
JAnDbot,Global warming,1
JAnDbot,United States,17
JAnDbot,Star Wars,1
JAnDbot,The Beatles,2
JAnDbot,Harry Potter,3
JAnDbot,Bill Clinton,3
JAnDbot,United Kingdom,18
JAnDbot,Michael Jackson,2
JApsey,Adolf Hitler,1
JB Duece,Cat,1
JB196,Eminem,1
JB196,George W. Bush,1
JB196,Britney Spears,2
JB50000,George W. Bush,1
JB50000,Barack Obama,22
JB82,The Simpsons,3
JB82,Eminem,2
JB82,Family Guy,4
JB82,Bill Clinton,2
JB82,South Park,7
JB82,Ronald Reagan,1
JB82,Saddam Hussein,1
JB82,Paris Hilton,1
JBC3,Bill Clinton,1
JBFrenchhorn,"United States presidential election, 2008",16
JBG,Harry Potter and the Deathly Hallows,1
JBG,United Kingdom,1
JBH23,United States,1
JBK405,Albert Einstein,1
JBK405,Family Guy,2
JBM874,George W. Bush,1
JBWLAND,Adolf Hitler,1
JBelkin,IPod,2
JBsupreme,Barack Obama,4
JBsupreme,Michael Jackson,1
JBsupreme,Eminem,5
JBsupreme,Britney Spears,16
JBsupreme,50 Cent,13
JBsupreme,Bill Clinton,1
JBsupreme,Cannabis (drug),1
JBull12,Israel,1
JCBourne20,Barack Obama,2
JCGracik,RuneScape,14
JCIV,God,1
JCO312,George Washington,6
JCO312,Ronald Reagan,10
JCO312,Harry Potter and the Deathly Hallows,1
JCO312,Paris Hilton,1
JCO312,Barack Obama,1
JCRendle,Tony Blair,4
JCRendle,Harry Potter and the Deathly Hallows,2
JCRendle,Harry Potter,1
JCarriker,Osama bin Laden,1
JCarriker,Jesus,2
JCarriker,Adolf Hitler,5
JCarriker,Saddam Hussein,1
JCarriker,Tony Blair,7
JCarriker,Britney Spears,2
JCarriker,World War II,1
JCarriker,Bill Gates,1
JCarriker,George W. Bush,4
JCarriker,Scientology,3
JCarriker,50 Cent,3
JCipriani,George W. Bush,1
JCole416,George W. Bush,2
JCole416,South Park,1
JCole416,The Simpsons,1
JCole416,Family Guy,1
JCole416,Barack Obama,1
JD Jacobson,Bill Clinton,4
JD Jacobson,George W. Bush,4
JD Lisa,Michael Jackson,1
JD554,Wii,1
JD554,Michael Jackson,1
JD554,Britney Spears,1
JD554,The Simpsons,1
JD554,The Beatles,3
JDBalgores,Tony Blair,2
JDBalgores,Adolf Hitler,2
JDBalgores,Harry Potter,2
JDBalgores,Albert Einstein,1
JDC808,Star Wars,1
JDC808,PlayStation 3,19
JDCAce,PlayStation 3,2
JDCAce,Harry Potter and the Deathly Hallows,1
JDD1985,Britney Spears,1
JDG,September 11 attacks,19
JDG,Barack Obama,2
JDG,New York City,18
JDHarper,Michael Jackson,2
JDPepperton,Eminem,1
JDPhD,September 11 attacks,1
JDPhD,Adolf Hitler,3
JDPhD,Scientology,180
JDRomano2,PlayStation 3,2
JDW88,September 11 attacks,2
JDXXUR,George W. Bush,1
JDamanWP,South Park,1
JDavis680,Google,2
JDeV Cool,"United States presidential election, 2008",3
JDeke,Osama bin Laden,3
JDelo93,Michael Jackson,8
JDelo93,George W. Bush,2
JDelo93,Barack Obama,2
JDonkey123,IPod,1
JDooley,United States,1
JDoorjam,Cannabis (drug),1
JDoorjam,South Park,1
JDoorjam,September 11 attacks,38
JDoorjam,50 Cent,7
JDoorjam,George W. Bush,25
JDoorjam,Paris Hilton,5
JDoorjam,Ronald Reagan,1
JDoorjam,RuneScape,1
JDoorjam,Britney Spears,28
JDoorjam,Jesus,2
JDoorjam,Wii,1
JDoorjam,George Washington,3
JDoorjam,Islam,1
JDoorjam,Muhammad,1
JDoorjam,Xbox 360,3
JDoorjam,Bill Clinton,5
JDoorjam,Eminem,26
JDoorjam,Adolf Hitler,1
JDougherty,Britney Spears,1
JDspeeder1,The Simpsons,1
JE,George W. Bush,1
JE,Cannabis (drug),1
JE,Star Wars,1
JE,Bill Clinton,1
JEB215,George W. Bush,3
JEB90,George W. Bush,8
JECardinale,Britney Spears,1
JEDIMASTERYODA,Harry Potter,1
JEN9841,Japan,1
JEN9841,United States,2
JEN9841,Adolf Hitler,1
JEN9841,Osama bin Laden,1
JEN9841,Barack Obama,3
JERRKOWA,Barack Obama,2
JETHRO,Canada,1
JEdgarFreeman,World War II,1
JEdgarFreeman,London,1
JEdgarFreeman,United Kingdom,1
JFBridge,Britney Spears,3
JFBridge,Paris Hilton,1
JFBurton,Michael Jackson,1
JFG,IPod,1
JFKFC,God,1
JFKennedy,London,2
JFKennedy,New York City,1
JFRogers,London,1
JFeustel,Cannabis (drug),1
JFizzle91,50 Cent,3
JFizzle9191,50 Cent,1
JForget,Israel,1
JForget,George W. Bush,41
JForget,Paris Hilton,1
JForget,September 11 attacks,1
JForget,Japan,1
JForget,World War II,2
JForget,Xbox 360,2
JForget,Family Guy,2
JForget,Star Wars,3
JForget,Harry Potter and the Deathly Hallows,1
JForget,United States,6
JForget,Barack Obama,3
JForget,God,1
JForget,Cannabis (drug),2
JForget,Tony Blair,5
JForget,Britney Spears,9
JForget,Saddam Hussein,9
JForget,Bill Gates,9
JForget,South Park,2
JForget,United Kingdom,9
JForget,Scientology,2
JForget,London,4
JForget,Bill Clinton,7
JForget,IPod,2
JForget,Eminem,2
JForget,Ronald Reagan,2
JForget,George Washington,1
JForget,World War I,22
JForget,Jesus,3
JForget,Michael Jackson,2
JForget,New York City,1
JForget,Canada,5
JForget,Islam,2
JForget,Harry Potter,1
JForget,Adolf Hitler,5
JForget,Muhammad,5
JForget,Wii,2
JForget,Google,4
JForget,The Beatles,3
JForget,PlayStation 3,1
JForget,"United States presidential election, 2008",4
JForget,RuneScape,2
JForget,Christianity,4
JFreeman,Bill Clinton,2
JFreeman,Albert Einstein,3
JFreeman,Cannabis (drug),2
JFreeman,Britney Spears,1
JFreeman,World War I,1
JFreeman,IPod,1
JFreeman,Family Guy,1
JFreeman,Ronald Reagan,4
JFreeman,Bill Gates,2
JG2K6,United States,1
JGG,London,25
JGG59,Michael Jackson,6
JGG59,Scientology,3
JGG59,Christianity,2
JGHowes,United States,1
JGKlein,Ronald Reagan,1
JGKlein,Michael Jackson,10
JGM 150,The Simpsons,1
JGT-5151,IPod,1
JGerretse,PlayStation 3,1
JGray,Barack Obama,2
JGuins13161,South Park,3
JHCC,The Beatles,1
JHCC,Christianity,7
JHMM13,Star Wars,1
JHMM13,Michael Jackson,1
JHMM13,IPod,2
JHMM13,Muhammad,1
JHMM13,Cat,1
JHMM13,Tony Blair,1
JHMM13,World War II,3
JHMM13,Islam,3
JHMM13,Bill Clinton,5
JHMM13,The Beatles,2
JHMM13,George W. Bush,3
JHMM13,Cannabis (drug),1
JHMM13,Canada,1
JHMM13,God,2
JHMM13,Harry Potter,3
JHMM13,Jesus,10
JHMM13,"United States presidential election, 2008",1
JHMM13,Barack Obama,1
JHMM13,Osama bin Laden,1
JHMM13,Wii,1
JHMM13,Ronald Reagan,2
JHMM13,Google,1
JHMM13,United States,4
JHMM13,Christianity,1
JHMM13,Xbox 360,1
JHMM13,George Washington,2
JHMM13,Family Guy,1
JHMM13,New York City,5
JHNapolean,Osama bin Laden,1
JHP,United States,1
JHP,Barack Obama,1
JHP,Harry Potter,1
JHP,Family Guy,2
JHP,Michael Jackson,1
JHP,Star Wars,1
JHP,Albert Einstein,1
JHYT,Adolf Hitler,6
JHawk88,World War I,1
JHawk88,New York City,1
JHawk88,Britney Spears,1
JHeinonen,Barack Obama,2
JHoltzman,PlayStation 3,2
JHunterJ,Michael Jackson,1
JHunterJ,IPod,1
JHunterJ,Canada,1
JHunterJ,United States,2
JHunterJ,Global warming,1
JHunterJ,Jesus,1
JHunterJ,Japan,1
JHunterJ,Muhammad,1
JHunterJ,George Washington,1
JHunterJ,Harry Potter,27
JHunterJ,Ronald Reagan,2
JHunterJ,50 Cent,1
JHunterJ,Paris Hilton,2
JHunterJ,Harry Potter and the Deathly Hallows,1
JHunterJ,George W. Bush,1
JHunterJ,Islam,2
"JIMBO RAPES KIDS, COMPLAIN NOW AT 7275200112",George W. Bush,1
JIMBO WALES,George W. Bush,1
JIMBO WALES,Scientology,1
JIMBO WALES IS A PORNOGRAPHER AND CHILD MOLESTER,George W. Bush,1
JIMBOBBOB2,Family Guy,1
JIP,Star Wars,2
JIP,The Simpsons,1
JIP,September 11 attacks,3
JIP,Adolf Hitler,6
JIP,Bill Gates,1
JIP,Harry Potter,5
JIP,United States,2
JIP,World War I,1
JIP,The Beatles,3
JIP,Israel,1
JIP,Michael Jackson,6
JIP,Tony Blair,3
JIP,George W. Bush,13
JISDK22,United Kingdom,1
JJ Georges,Michael Jackson,1
JJ-31,Harry Potter,1
JJ4sad6,George W. Bush,1
JJB,London,3
JJC1138,Canada,1
JJGD,Google,1
JJGD,Family Guy,1
JJGD,Paris Hilton,2
JJGlendenning,Bill Clinton,3
JJH1992,Britney Spears,10
JJJJust,RuneScape,1
JJJJust,Israel,1
JJJJust,Islam,1
JJL,Britney Spears,1
JJLESDUDE,The Beatles,2
JJLatWiki,George W. Bush,3
JJLeahy,Cat,1
JJLeahy,George W. Bush,1
JJN88,RuneScape,7
JJSmith01,Tony Blair,1
JJStoneman,Britney Spears,1
JJay,Britney Spears,1
JJman69,Bill Gates,2
JJonathan,Britney Spears,15
JJstroker,Bill Clinton,4
JJstroker,Britney Spears,1
JJstroker,George Washington,19
JK Cromwell,Harry Potter and the Deathly Hallows,1
JK the unwise,Tony Blair,2
JK the unwise,Saddam Hussein,2
JK the unwise,World War I,2
JK-RULZ,India,2
JKChesky,Britney Spears,1
JKH3942,New York City,6
JKK,Israel,1
JKevin01,Britney Spears,9
JKinney,PlayStation 3,1
JKnight,Ronald Reagan,1
JL 09,World War I,1
JLCA,Islam,2
JLD,Harry Potter and the Deathly Hallows,2
JLD,World War I,2
JLKrause,Harry Potter and the Deathly Hallows,1
JLKrause,"United States presidential election, 2008",1
JLM,"United States presidential election, 2008",1
JLMadrigal,"United States presidential election, 2008",8
JLMadrigal,September 11 attacks,1
JLMadrigal,United States,2
JLSWiki,George W. Bush,50
JLSWiki,Barack Obama,2
JLaTondre,George Washington,1
JLaTondre,Ronald Reagan,1
JLaTondre,Bill Gates,3
JLaTondre,Harry Potter,2
JLaTondre,Xbox 360,2
JLaTondre,United States,1
JLaTondre,Canada,1
JLaTondre,Cannabis (drug),1
JLaTondre,World War II,4
JLaTondre,RuneScape,3
JLaTondre,Michael Jackson,1
JLaTondre,PlayStation 3,1
JLaTondre,IPod,2
JLaTondre,New York City,3
JLiebrich,Michael Jackson,1
JLogan,PlayStation 3,1
JLogan,Tony Blair,1
JLuna103,Barack Obama,1
JMAPGGGonzalo,George W. Bush,1
JMBZ-12,United States,1
JMBZ-12,United Kingdom,1
JMD,United Kingdom,1
JMG469,The Beatles,2
JMK,World War I,2
JMK,Michael Jackson,2
JMK,World War II,1
JMK,Bill Gates,3
JMMuller,Albert Einstein,1
JMV290,Wii,1
JMarc2010,South Park,2
JMarshall88,George W. Bush,2
JMaxwell,Saddam Hussein,1
JMikeD,IPod,1
JMobley,The Beatles,1
JMowery,Google,1
JMusic,Paris Hilton,4
JMyrleFuller,"United States presidential election, 2008",3
JNMC,RuneScape,1
JNSQ,Cat,15
JNW,Harry Potter and the Deathly Hallows,2
JNW,Christianity,1
JNW,Osama bin Laden,2
JNW,Jesus,1
JNW,London,1
JNW,PlayStation 3,1
JNW,Michael Jackson,2
JNW,Britney Spears,1
JNW,Family Guy,1
JNW,IPod,1
JNW,Eminem,2
JNW,George W. Bush,2
JNW,September 11 attacks,1
JNeal,PlayStation 3,6
JNeal,Albert Einstein,1
JNeal,Jesus,2
JNeal,Wii,1
JNighthawk,Michael Jackson,2
JNighthawk,Scientology,1
JNighthawk,George W. Bush,1
JOB 35,Bill Clinton,1
JOE WUZ HERE,Wii,1
JONJONAUG,George W. Bush,1
JONJONAUG,Wii,1
JONJONAUG,RuneScape,2
JONJONAUG,Canada,1
JONJONAUG,Adolf Hitler,3
JONJONAUG,World War I,1
JONJONAUG,Google,1
JONJONAUG,Harry Potter and the Deathly Hallows,2
JONJONAUG,Muhammad,1
JONJONAUG,Eminem,1
JONJONAUG,Saddam Hussein,1
JONJONAUG,World War II,1
JONJONAUG,Family Guy,1
JONJONAUG,PlayStation 3,11
JORJKIE.AV,Britney Spears,1
JOSHKIN,Israel,1
JOSamsung,IPod,2
JOrgill,Google,1
JOusley5120,George W. Bush,2
JP Godfrey,IPod,1
JPArnett,United States,1
JPD,New York City,9
JPD,London,85
JPD,Eminem,1
JPD,United States,1
JPD,Tony Blair,1
JPD,United Kingdom,8
JPD,Paris Hilton,1
JPD,India,1
JPEriksson,World War I,5
JPFBronstein,The Beatles,2
JPINFV,Global warming,1
JPMcGrath,"United States presidential election, 2008",1
JPX7,The Simpsons,1
JPX7,PlayStation 3,1
JPX7,South Park,13
JPZingher,Bill Clinton,1
JPage,The Beatles,1
JParis,PlayStation 3,1
JPerez,"United States presidential election, 2008",4
JQ74,RuneScape,7
JQF,The Simpsons,1
JQF,Barack Obama,1
JQF,Family Guy,2
JQF,Harry Potter,3
JQF,Britney Spears,1
JQF,Albert Einstein,1
JQF,September 11 attacks,3
JQF,Wii,79
JQF,George W. Bush,2
JQF,Adolf Hitler,2
JQF,Harry Potter and the Deathly Hallows,4
JQF,Canada,3
JQF,South Park,4
JQLibet,Global warming,1
JR98664,God,1
JR98664,IPod,4
JR98664,Harry Potter and the Deathly Hallows,1
JR98664,Xbox 360,1
JR98664,George W. Bush,1
JRC3,Star Wars,1
JRDarby,United States,1
JRGregory,Adolf Hitler,1
JRH95,Barack Obama,2
JRHorse,Jesus,1
JRJR,New York City,1
JRM,God,1
JRM,George W. Bush,9
JRM,Scientology,1
JRM,Harry Potter,1
JRM,Adolf Hitler,27
JRM,The Simpsons,1
JRM,George Washington,6
JRM,Albert Einstein,2
JRM,Jesus,2
JRM,World War II,1
JRR Trollkien,Global warming,1
JRRobinson,United Kingdom,1
JRSP,United Kingdom,1
JRSP,Tony Blair,1
JRSpriggs,Albert Einstein,1
JRStutler,Barack Obama,3
JRWalko,September 11 attacks,1
JRaspass,Adolf Hitler,1
JRawle,United Kingdom,1
JRawle,Tony Blair,4
JRice4president,George W. Bush,1
JRodz15,Bill Clinton,2
JRomero,Jesus,2
JRosine,Christianity,1
JRosine,Jesus,2
JRtheDude,Cannabis (drug),2
JS.Farrar,United Kingdom,1
JS747,Cannabis (drug),1
JS@RX1,Michael Jackson,1
JSK210191,The Beatles,2
JSLR,Cat,4
JSM,PlayStation 3,1
JSarek,Barack Obama,2
JScott06,Eminem,2
JSelby,Eminem,6
JSimmonz,Israel,1
JSmith9579,Michael Jackson,1
JSmith9579,Barack Obama,1
JSmith9579,Family Guy,1
JSmith9579,50 Cent,4
JSmith9579,George W. Bush,4
JSoules,World War II,1
JSpudeman,PlayStation 3,8
JSpudeman,Scientology,1
JSpung,World War I,1
JStarStar,The Beatles,4
JStarStar,Albert Einstein,1
JStewart,Britney Spears,1
JStewart,United States,1
JStewart,Bill Gates,1
JStewart,Google,1
JStripes,Ronald Reagan,15
JSunrai,PlayStation 3,1
JT Evans,New York City,1
JT72,Saddam Hussein,1
JTBX,New York City,1
JTBX,Japan,4
JTBX,Michael Jackson,103
JTBX,Google,1
JTBX,World War II,5
JTBX,United States,5
JTBX,PlayStation 3,44
JTBX,Xbox 360,4
JTBX,Osama bin Laden,1
JTBurman,Osama bin Laden,1
JTBurman,Cannabis (drug),1
JTFryman,RuneScape,1
JTLegend,Bill Clinton,2
JTM,United States,2
JTN,Ronald Reagan,1
JTN,Cat,1
JTN,World War I,1
JTSomers,Michael Jackson,1
JTaylorCU,George W. Bush,1
JTilly,Barack Obama,1
JTilly,Bill Clinton,9
JTilly,George W. Bush,2
JVL501,Britney Spears,1
JVersteeg,Global warming,1
JVz,United States,2
JVz,Family Guy,1
JVz,South Park,1
JVz,Harry Potter and the Deathly Hallows,1
JVz,Google,1
JW1805,George Washington,13
JW1805,United States,28
JW1805,Jesus,1
JW1805,Osama bin Laden,2
JW1805,Ronald Reagan,1
JW1805,United Kingdom,6
JW1805,World War I,3
JWGLawler,Christianity,1
JWSchmidt,Japan,1
JWSchmidt,Cannabis (drug),6
JWSchmidt,United States,1
JWSchmidt,George Washington,1
JWSchmidt,Adolf Hitler,1
JWSchmidt,God,1
JWSchmidt,Christianity,1
JWSchmidt,Scientology,6
JWaters,Michael Jackson,2
JX3MOFO,World War II,2
JY.public,World War I,2
JY.public,Jesus,1
JYOuyang,The Beatles,1
JYOuyang,Michael Jackson,1
JYOuyang,Adolf Hitler,1
JYOuyang,Osama bin Laden,1
JYOuyang,Bill Clinton,1
JYOuyang,IPod,1
JYi,Cannabis (drug),1
JYi,South Park,9
JYi,50 Cent,2
JYi,Paris Hilton,1
JYi,Britney Spears,1
JYi,Albert Einstein,1
JYolkowski,Jesus,12
JYolkowski,RuneScape,1
JYolkowski,Muhammad,1
JYolkowski,India,1
JYolkowski,Israel,1
JYolkowski,Adolf Hitler,2
JYolkowski,God,4
JYolkowski,Islam,2
JYolkowski,Google,3
JYolkowski,Britney Spears,1
JYolkowski,Tony Blair,3
JYolkowski,George Washington,8
JYolkowski,Canada,12
JYolkowski,Harry Potter,2
JYolkowski,Star Wars,2
JYolkowski,Albert Einstein,3
JYolkowski,George W. Bush,12
JYolkowski,Scientology,2
JYolkowski,World War II,5
JYolkowski,Michael Jackson,10
JYolkowski,United Kingdom,1
JYolkowski,The Beatles,3
JZ Sizzle,Xbox 360,2
JZZDD,United States,2
Ja 62,World War I,1
Ja20082008,Adolf Hitler,1
Ja33v,"United States presidential election, 2008",1
JaGa,PlayStation 3,1
JaGa,London,1
JaGa,Jesus,1
JaGa,Adolf Hitler,1
JaGa,Star Wars,1
JaGa,Wii,1
JaGa,Xbox 360,2
